year,region,1_4_gr_students_per_computer,5_6_gr_students_per_computer,7_9_gr_students_per_computer,10_12_gr_students_per_computer
2008 / 2009,Santana,,,,
2008 / 2009,São Vicente,,,,
2007 / 2008,Portugal,,,,
2007 / 2008,Continente,10.9,7.7,7.3,5.9
2007 / 2008,Norte,11.3,8.7,8.1,6.6
2007 / 2008,Alto Minho,8.6,7.3,6.7,4.7
2007 / 2008,Arcos de Valdevez,14.0,6.6,6.7,6.1
2007 / 2008,Caminha,6.1,6.3,4.1,3.4
2007 / 2008,Melgaço,4.1,8.3,7.9,2.6
2007 / 2008,Monção,6.4,7.4,4.8,3.4
2007 / 2008,Paredes de Coura,9.9,5.6,9.6,1.8
2007 / 2008,Ponte da Barca,8.6,7.9,7.4,6.0
2007 / 2008,Ponte de Lima,7.8,6.8,6.7,5.9
2007 / 2008,Valença,22.6,9.4,10.3,5.2
2007 / 2008,Viana do Castelo,9.3,7.8,7.2,6.2
2007 / 2008,Vila Nova de Cerveira,8.3,6.8,7.3,4.3
2007 / 2008,Cávado,11.0,9.1,8.4,7.5
2007 / 2008,Amares,10.1,12.1,9.9,7.6
2007 / 2008,Barcelos,9.0,8.8,8.9,7.8
2007 / 2008,Braga,12.7,9.8,8.8,7.9
2007 / 2008,Esposende,8.4,8.6,8.7,8.3
2007 / 2008,Terras de Bouro,6.0,4.8,4.7,5.0
2007 / 2008,Vila Verde,19.0,8.0,6.7,5.5
2007 / 2008,Ave,12.0,9.5,8.6,8.3
2007 / 2008,Cabeceiras de Basto,10.8,9.7,9.5,15.7
2007 / 2008,Fafe,13.0,8.8,7.8,9.4
2007 / 2008,Guimarães,11.2,10.4,10.0,9.2
2007 / 2008,Mondim de Basto,13.2,11.4,11.4,11.4
2007 / 2008,Póvoa de Lanhoso,7.4,7.8,7.1,7.5
2007 / 2008,Vieira do Minho,15.3,13.6,14.2,16.7
2007 / 2008,Vila Nova de Famalicão,14.3,8.3,7.3,7.5
2007 / 2008,Vizela,10.9,13.1,11.1,5.6
2007 / 2008,Área Metropolitana do Porto,11.5,9.0,8.4,6.5
2007 / 2008,Arouca,11.3,6.0,6.4,7.5
2007 / 2008,Espinho,12.3,11.3,8.0,7.1
2007 / 2008,Gondomar,9.9,9.2,9.1,8.3
2007 / 2008,Maia,8.3,9.7,9.4,7.0
2007 / 2008,Matosinhos,11.6,7.7,7.1,8.4
2007 / 2008,Oliveira de Azeméis,8.7,6.8,6.4,5.9
2007 / 2008,Paredes,16.1,11.3,11.0,10.0
2007 / 2008,Porto,9.9,8.8,7.7,5.8
2007 / 2008,Póvoa de Varzim,19.3,9.7,9.1,8.0
2007 / 2008,Santa Maria da Feira,13.7,9.8,9.7,8.0
2007 / 2008,Santo Tirso,11.9,7.8,7.8,4.9
2007 / 2008,São João da Madeira,11.4,7.0,5.4,4.7
2007 / 2008,Trofa,11.7,8.4,9.9,15.9
2007 / 2008,Vale de Cambra,6.2,11.2,10.6,13.0
2007 / 2008,Valongo,20.3,10.4,9.1,7.5
2007 / 2008,Vila do Conde,11.4,7.6,8.0,8.0
2007 / 2008,Vila Nova de Gaia,12.3,10.1,9.4,5.3
2007 / 2008,Alto Tâmega,11.2,5.1,5.3,5.5
2007 / 2008,Boticas,23.5,4.2,3.9,1.5
2007 / 2008,Chaves,10.9,6.3,5.8,6.0
2007 / 2008,Montalegre,8.0,4.3,4.8,5.3
2007 / 2008,Ribeira de Pena,28.0,5.0,5.4,7.6
2007 / 2008,Valpaços,8.7,3.4,4.3,4.7
2007 / 2008,Vila Pouca de Aguiar,14.1,7.3,7.0,6.6
2007 / 2008,Tâmega e Sousa,11.6,10.0,10.0,9.1
2007 / 2008,Amarante,10.0,9.1,8.4,8.2
2007 / 2008,Baião,13.6,8.6,8.0,9.5
2007 / 2008,Castelo de Paiva,14.7,6.6,8.1,7.4
2007 / 2008,Celorico de Basto,13.5,6.9,6.6,6.2
2007 / 2008,Cinfães,16.8,11.8,10.8,4.9
2007 / 2008,Felgueiras,8.9,12.1,10.7,6.8
2007 / 2008,Lousada,9.0,9.4,9.4,12.8
2007 / 2008,Marco de Canaveses,28.9,11.7,11.8,8.6
2007 / 2008,Paços de Ferreira,10.0,10.4,10.3,9.6
2007 / 2008,Penafiel,13.5,13.0,14.3,31.7
2007 / 2008,Resende,8.0,3.9,7.8,8.6
2007 / 2008,Douro,12.0,6.4,5.9,4.8
2007 / 2008,Alijó,20.5,4.5,4.9,4.8
2007 / 2008,Armamar,14.2,5.1,5.0,
2007 / 2008,Carrazeda de Ansiães,5.5,4.6,4.7,5.2
2007 / 2008,Freixo de Espada à Cinta,17.4,3.0,2.8,
2007 / 2008,Lamego,8.7,7.1,6.4,5.6
2007 / 2008,Mesão Frio,16.4,16.6,14.5,15.3
2007 / 2008,Moimenta da Beira,8.5,6.8,6.6,5.9
2007 / 2008,Murça,10.1,5.7,5.8,3.9
2007 / 2008,Penedono,11.0,3.4,3.5,
2007 / 2008,Peso da Régua,23.9,5.8,4.8,3.4
2007 / 2008,Sabrosa,15.3,4.8,4.7,4.8
2007 / 2008,Santa Marta de Penaguião,10.1,12.5,12.4,
2007 / 2008,São João da Pesqueira,10.2,5.9,6.0,4.4
2007 / 2008,Sernancelhe,15.8,4.4,4.2,1.7
2007 / 2008,Tabuaço,12.5,15.1,17.0,18.5
2007 / 2008,Tarouca,21.5,7.1,7.3,7.1
2007 / 2008,Torre de Moncorvo,19.7,3.7,4.3,3.8
2007 / 2008,Vila Nova de Foz Côa,11.6,3.9,3.8,3.9
2007 / 2008,Vila Real,12.4,9.0,7.6,5.8
2007 / 2008,Terras de Trás-os-Montes,10.2,6.3,6.6,6.3
2007 / 2008,Alfândega da Fé,12.6,5.9,6.3,6.2
2007 / 2008,Bragança,9.9,6.4,5.7,6.5
2007 / 2008,Macedo de Cavaleiros,14.6,5.5,6.6,5.9
2007 / 2008,Miranda do Douro,8.2,4.9,5.4,4.3
2007 / 2008,Mirandela,10.7,8.0,9.7,6.9
2007 / 2008,Mogadouro,7.3,5.9,5.7,5.7
2007 / 2008,Vila Flor,11.4,5.8,5.4,5.5
2007 / 2008,Vimioso,16.4,4.6,4.9,
2007 / 2008,Vinhais,7.3,6.5,6.7,6.8
2007 / 2008,Centro,9.5,6.0,6.0,5.2
2007 / 2008,Oeste,10.2,8.7,8.3,7.0
2007 / 2008,Alcobaça,8.3,7.7,6.6,5.9
2007 / 2008,Alenquer,16.8,8.7,8.6,4.7
2007 / 2008,Arruda dos Vinhos,10.0,13.3,13.5,13.7
2007 / 2008,Bombarral,15.6,4.8,6.6,7.2
2007 / 2008,Cadaval,17.7,7.6,6.0,5.6
2007 / 2008,Caldas da Rainha,9.3,12.6,10.3,8.6
2007 / 2008,Lourinhã,11.6,6.5,6.7,5.9
2007 / 2008,Nazaré,5.2,8.5,8.8,12.6
2007 / 2008,Óbidos,4.7,8.3,8.5,7.6
2007 / 2008,Peniche,14.0,8.3,8.3,5.2
2007 / 2008,Sobral de Monte Agraço,7.6,8.3,9.3,9.4
2007 / 2008,Torres Vedras,12.3,9.4,9.2,8.4
2007 / 2008,Região de Aveiro,11.1,6.5,6.2,6.0
2007 / 2008,Águeda,16.0,5.7,5.6,6.1
2007 / 2008,Albergaria-a-Velha,8.7,5.5,6.5,8.7
2007 / 2008,Anadia,12.8,9.2,6.7,6.0
2007 / 2008,Aveiro,12.8,7.5,7.0,6.8
2007 / 2008,Estarreja,6.7,5.6,5.2,4.9
2007 / 2008,Ílhavo,12.0,7.4,6.3,5.6
2007 / 2008,Murtosa,8.0,6.9,7.1,9.8
2007 / 2008,Oliveira do Bairro,13.4,4.6,5.6,4.8
2007 / 2008,Ovar,14.6,6.3,6.0,5.3
2007 / 2008,Sever do Vouga,7.8,5.0,5.4,5.5
2007 / 2008,Vagos,6.2,7.7,7.0,5.8
2007 / 2008,Região de Coimbra,10.2,5.7,5.6,4.4
2007 / 2008,Arganil,6.1,5.5,5.1,2.3
2007 / 2008,Cantanhede,22.2,8.2,8.2,4.3
2007 / 2008,Coimbra,11.1,8.3,7.5,5.2
2007 / 2008,Condeixa-a-Nova,11.2,6.1,4.5,6.0
2007 / 2008,Figueira da Foz,12.2,5.4,5.0,4.9
2007 / 2008,Góis,5.9,3.3,3.3,
2007 / 2008,Lousã,9.6,7.3,7.7,5.1
2007 / 2008,Mealhada,7.6,3.9,3.6,2.6
2007 / 2008,Mira,11.3,3.6,5.0,5.1
2007 / 2008,Miranda do Corvo,9.1,6.1,5.4,8.7
2007 / 2008,Montemor-o-Velho,11.2,4.6,4.4,3.2
2007 / 2008,Mortágua,13.5,3.2,2.9,2.4
2007 / 2008,Oliveira do Hospital,6.8,4.2,4.3,4.0
2007 / 2008,Pampilhosa da Serra,4.3,3.9,3.9,4.0
2007 / 2008,Penacova,12.0,3.5,3.5,4.2
2007 / 2008,Penela,5.4,3.6,6.3,1.6
2007 / 2008,Soure,9.6,4.9,5.6,3.9
2007 / 2008,Tábua,6.9,4.2,5.0,3.6
2007 / 2008,Vila Nova de Poiares,10.0,4.5,4.6,4.5
2007 / 2008,Região de Leiria,9.2,5.4,6.0,5.0
2007 / 2008,Alvaiázere,9.8,8.8,5.4,1.9
2007 / 2008,Ansião,4.2,4.3,3.6,2.4
2007 / 2008,Batalha,11.8,8.1,7.4,4.0
2007 / 2008,Castanheira de Pêra,6.3,2.8,2.6,
2007 / 2008,Figueiró dos Vinhos,9.0,1.2,2.3,2.3
2007 / 2008,Leiria,8.9,6.0,5.8,5.6
2007 / 2008,Marinha Grande,9.4,5.2,6.3,5.7
2007 / 2008,Pedrógão Grande,6.8,2.7,2.9,1.6
2007 / 2008,Pombal,13.3,6.2,8.0,7.2
2007 / 2008,Porto de Mós,9.5,6.1,10.1,16.2
2007 / 2008,Viseu Dão Lafões,9.9,5.6,5.6,4.7
2007 / 2008,Aguiar da Beira,8.8,5.4,12.0,5.6
2007 / 2008,Carregal do Sal,6.1,5.0,4.5,4.6
2007 / 2008,Castro Daire,13.0,4.5,5.9,8.5
2007 / 2008,Mangualde,14.3,5.4,5.6,5.8
2007 / 2008,Nelas,8.2,4.4,4.5,4.4
2007 / 2008,Oliveira de Frades,9.2,5.7,5.8,5.9
2007 / 2008,Penalva do Castelo,8.9,5.3,5.3,5.5
2007 / 2008,Santa Comba Dão,9.6,6.7,3.9,3.7
2007 / 2008,São Pedro do Sul,10.0,4.0,4.4,4.4
2007 / 2008,Sátão,13.3,4.8,4.4,5.0
2007 / 2008,Tondela,15.7,4.6,4.2,3.3
2007 / 2008,Vila Nova de Paiva,4.3,3.9,4.9,5.8
2007 / 2008,Viseu,9.8,8.2,8.3,4.9
2007 / 2008,Vouzela,8.4,3.0,4.1,4.4
2007 / 2008,Beira Baixa,8.1,5.8,5.9,5.6
2007 / 2008,Castelo Branco,7.9,7.0,6.9,6.1
2007 / 2008,Idanha-a-Nova,9.6,4.6,4.5,4.2
2007 / 2008,Oleiros,8.9,5.6,6.1,6.9
2007 / 2008,Penamacor,9.6,3.5,3.5,3.4
2007 / 2008,Proença-a-Nova,9.6,6.2,6.3,6.3
2007 / 2008,Vila Velha de Ródão,4.1,1.8,1.8,
2007 / 2008,Médio Tejo,6.9,6.4,6.4,5.4
2007 / 2008,Abrantes,2.2,5.9,6.5,6.9
2007 / 2008,Alcanena,14.4,4.5,4.8,5.5
2007 / 2008,Constância,14.4,3.4,3.3,3.6
2007 / 2008,Entroncamento,12.2,7.0,6.9,4.2
2007 / 2008,Ferreira do Zêzere,13.3,7.2,7.6,7.5
2007 / 2008,Mação,7.9,6.6,6.8,6.6
2007 / 2008,Ourém,12.5,6.1,6.5,4.8
2007 / 2008,Sardoal,7.5,5.9,5.6,5.5
2007 / 2008,Sertã,17.0,12.1,14.8,5.8
2007 / 2008,Tomar,12.8,8.0,7.0,5.9
2007 / 2008,Torres Novas,9.3,7.5,6.5,5.7
2007 / 2008,Vila de Rei,5.1,5.3,5.4,7.0
2007 / 2008,Vila Nova da Barquinha,7.2,3.0,2.6,5.6
2007 / 2008,Beiras e Serra da Estrela,9.4,4.3,4.5,4.6
2007 / 2008,Almeida,7.6,3.7,3.6,3.6
2007 / 2008,Belmonte,10.1,4.5,4.4,4.4
2007 / 2008,Celorico da Beira,15.8,7.3,7.5,7.2
2007 / 2008,Covilhã,10.1,4.3,4.6,4.9
2007 / 2008,Figueira de Castelo Rodrigo,9.2,2.6,4.5,4.7
2007 / 2008,Fornos de Algodres,12.9,5.8,5.7,5.6
2007 / 2008,Fundão,12.6,4.7,4.6,3.8
2007 / 2008,Gouveia,9.0,3.0,4.0,4.6
2007 / 2008,Guarda,7.9,6.3,5.6,6.4
2007 / 2008,Manteigas,9.9,3.7,3.2,2.6
2007 / 2008,Mêda,12.8,3.3,3.3,3.4
2007 / 2008,Pinhel,10.2,2.5,3.9,4.8
2007 / 2008,Sabugal,9.0,3.9,4.4,4.3
2007 / 2008,Seia,7.4,3.5,3.4,3.8
2007 / 2008,Trancoso,8.2,4.3,4.5,4.4
2007 / 2008,Área Metropolitana de Lisboa,12.5,9.2,8.5,6.7
2007 / 2008,Área Metropolitana de Lisboa,12.5,9.2,8.5,6.7
2007 / 2008,Alcochete,20.1,15.3,15.3,9.4
2007 / 2008,Almada,15.3,9.2,7.8,6.2
2007 / 2008,Amadora,13.2,8.6,7.2,4.8
2007 / 2008,Barreiro,17.4,8.7,7.9,7.1
2007 / 2008,Cascais,9.9,8.2,8.4,8.5
2007 / 2008,Lisboa,9.5,8.2,7.3,5.8
2007 / 2008,Loures,12.3,8.6,7.5,6.7
2007 / 2008,Mafra,15.1,13.2,13.9,13.1
2007 / 2008,Moita,19.9,9.1,8.4,4.2
2007 / 2008,Montijo,12.5,11.3,8.7,6.9
2007 / 2008,Odivelas,15.7,9.2,9.7,8.0
2007 / 2008,Oeiras,10.6,8.9,8.7,7.8
2007 / 2008,Palmela,10.0,10.1,9.7,9.1
2007 / 2008,Seixal,21.7,11.5,9.6,7.2
2007 / 2008,Sesimbra,10.5,10.6,10.0,11.3
2007 / 2008,Setúbal,15.6,10.0,10.1,4.7
2007 / 2008,Sintra,14.2,10.7,9.9,8.9
2007 / 2008,Vila Franca de Xira,14.5,8.2,8.7,7.7
2007 / 2008,Alentejo,9.0,5.7,5.2,4.3
2007 / 2008,Alentejo Litoral,7.4,5.0,4.4,3.7
2007 / 2008,Alcácer do Sal,5.5,3.9,4.1,6.0
2007 / 2008,Grândola,4.9,5.9,5.3,3.7
2007 / 2008,Odemira,6.6,5.3,5.0,3.7
2007 / 2008,Santiago do Cacém,9.3,3.9,3.7,3.4
2007 / 2008,Sines,20.3,9.2,5.2,3.3
2007 / 2008,Baixo Alentejo,7.1,4.6,4.3,4.2
2007 / 2008,Aljustrel,6.7,3.8,3.9,4.2
2007 / 2008,Almodôvar,8.6,4.5,4.3,4.6
2007 / 2008,Alvito,3.4,3.8,4.3,3.7
2007 / 2008,Barrancos,2.3,2.6,2.4,
2007 / 2008,Beja,9.4,5.8,5.7,5.1
2007 / 2008,Castro Verde,11.5,3.0,3.3,3.8
2007 / 2008,Cuba,4.7,2.8,3.0,5.0
2007 / 2008,Ferreira do Alentejo,7.6,4.8,4.5,4.9
2007 / 2008,Mértola,3.7,3.4,3.4,3.6
2007 / 2008,Moura,9.2,5.4,4.5,3.9
2007 / 2008,Ourique,7.3,4.6,4.6,4.7
2007 / 2008,Serpa,8.5,4.0,3.5,3.1
2007 / 2008,Vidigueira,3.4,5.9,5.9,3.7
2007 / 2008,Lezíria do Tejo,11.3,7.4,6.5,5.5
2007 / 2008,Almeirim,17.0,5.7,5.4,5.4
2007 / 2008,Alpiarça,3.5,4.6,4.7,4.7
2007 / 2008,Azambuja,15.6,8.5,4.9,3.3
2007 / 2008,Benavente,16.4,8.1,7.9,6.3
2007 / 2008,Cartaxo,17.8,8.2,9.1,10.5
2007 / 2008,Chamusca,6.3,6.1,5.9,6.3
2007 / 2008,Coruche,8.7,7.1,5.3,3.5
2007 / 2008,Golegã,13.7,3.9,4.1,4.3
2007 / 2008,Rio Maior,12.2,12.0,9.2,6.0
2007 / 2008,Salvaterra de Magos,19.2,7.5,7.0,5.5
2007 / 2008,Santarém,8.8,7.5,6.7,5.7
2007 / 2008,Alto Alentejo,9.0,5.2,4.5,3.6
2007 / 2008,Alter do Chão,11.3,1.9,1.9,1.9
2007 / 2008,Arronches,,6.4,5.6,
2007 / 2008,Avis,23.4,3.4,3.4,4.0
2007 / 2008,Campo Maior,9.8,5.5,4.0,4.1
2007 / 2008,Castelo de Vide,13.6,2.6,2.6,
2007 / 2008,Crato,4.9,4.2,4.4,4.9
2007 / 2008,Elvas,12.8,7.8,7.4,3.8
2007 / 2008,Fronteira,3.8,3.8,3.5,4.1
2007 / 2008,Gavião,3.9,3.9,4.4,
2007 / 2008,Marvão,2.1,2.1,2.1,
2007 / 2008,Monforte,16.3,2.3,2.4,
2007 / 2008,Nisa,6.2,5.1,4.3,2.4
2007 / 2008,Ponte de Sor,10.8,8.8,4.5,3.7
2007 / 2008,Portalegre,10.4,7.4,6.6,4.3
2007 / 2008,Sousel,6.1,3.4,3.4,
2007 / 2008,Alentejo Central,8.9,5.7,5.8,4.3
2007 / 2008,Alandroal,6.2,5.5,5.7,
2007 / 2008,Arraiolos,4.0,4.5,4.6,4.6
2007 / 2008,Borba,12.7,4.7,4.6,
2007 / 2008,Estremoz,11.4,5.8,7.6,4.9
2007 / 2008,Évora,8.7,7.2,7.1,3.6
2007 / 2008,Montemor-o-Novo,10.0,4.1,4.7,6.0
2007 / 2008,Mora,7.8,2.7,2.6,2.7
2007 / 2008,Mourão,4.3,4.7,4.8,
2007 / 2008,Portel,11.5,2.8,2.7,2.9
2007 / 2008,Redondo,27.0,6.3,6.4,6.7
2007 / 2008,Reguengos de Monsaraz,13.0,25.5,10.2,4.6
2007 / 2008,Vendas Novas,7.7,7.0,6.2,5.3
2007 / 2008,Viana do Alentejo,7.3,4.7,4.9,4.9
2007 / 2008,Vila Viçosa,8.0,2.9,5.7,5.8
2007 / 2008,Algarve,10.1,7.2,6.8,5.0
2007 / 2008,Algarve,10.1,7.2,6.8,5.0
2007 / 2008,Albufeira,8.1,9.7,9.1,5.7
2007 / 2008,Alcoutim,2.1,2.2,1.9,2.3
2007 / 2008,Aljezur,5.5,4.9,5.1,
2007 / 2008,Castro Marim,7.4,10.3,9.1,
2007 / 2008,Faro,12.9,7.3,7.4,7.4
2007 / 2008,Lagoa,10.0,5.0,4.4,3.9
2007 / 2008,Lagos,9.6,8.6,7.1,3.5
2007 / 2008,Loulé,12.2,7.3,7.2,6.4
2007 / 2008,Monchique,14.5,4.0,4.0,
2007 / 2008,Olhão,9.9,6.7,6.6,5.8
2007 / 2008,Portimão,9.2,9.1,8.5,4.4
2007 / 2008,São Brás de Alportel,9.1,7.0,6.0,1.8
2007 / 2008,Silves,9.3,5.7,6.0,5.1
2007 / 2008,Tavira,12.4,9.7,8.2,3.5
2007 / 2008,Vila do Bispo,6.9,4.6,5.0,
2007 / 2008,Vila Real de Santo António,13.4,6.7,6.5,5.0
2007 / 2008,Região Autónoma dos Açores,,,,
2007 / 2008,Região Autónoma dos Açores,,,,
2007 / 2008,Região Autónoma dos Açores,,,,
2007 / 2008,Angra do Heroísmo,,,,
2007 / 2008,Calheta,,,,
2007 / 2008,Corvo,,,,
2007 / 2008,Horta,,,,
2007 / 2008,Lagoa,,,,
2007 / 2008,Lajes das Flores,,,,
2007 / 2008,Lajes do Pico,,,,
2007 / 2008,Madalena,,,,
2007 / 2008,Nordeste,,,,
2007 / 2008,Ponta Delgada,,,,
2007 / 2008,Povoação,,,,
2007 / 2008,Ribeira Grande,,,,
2007 / 2008,Santa Cruz da Graciosa,,,,
2007 / 2008,Santa Cruz das Flores,,,,
2007 / 2008,São Roque do Pico,,,,
2007 / 2008,Velas,,,,
2007 / 2008,Vila da Praia da Vitória,,,,
2007 / 2008,Vila do Porto,,,,
2007 / 2008,Vila Franca do Campo,,,,
2007 / 2008,Região Autónoma da Madeira,,,,
2007 / 2008,Região Autónoma da Madeira,,,,
2007 / 2008,Região Autónoma da Madeira,,,,
2007 / 2008,Calheta,,,,
2007 / 2008,Câmara de Lobos,,,,
2007 / 2008,Funchal,,,,
2007 / 2008,Machico,,,,
2007 / 2008,Ponta do Sol,,,,
2007 / 2008,Porto Moniz,,,,
2007 / 2008,Porto Santo,,,,
2007 / 2008,Ribeira Brava,,,,
2007 / 2008,Santa Cruz,,,,
2007 / 2008,Santana,,,,
2007 / 2008,São Vicente,,,,
2006 / 2007,Portugal,,,,
2006 / 2007,Continente,13.9,9.0,8.8,6.9
2006 / 2007,Norte,14.7,10.1,9.7,7.4
2006 / 2007,Alto Minho,11.3,8.1,7.4,5.4
2006 / 2007,Arcos de Valdevez,9.7,6.6,5.6,5.5
2006 / 2007,Caminha,8.0,8.0,4.0,4.9
2006 / 2007,Melgaço,5.7,5.8,5.0,2.7
2006 / 2007,Monção,10.3,5.1,4.6,2.9
2006 / 2007,Paredes de Coura,54.8,5.3,5.5,3.1
2006 / 2007,Ponte da Barca,8.6,7.9,7.0,5.1
2006 / 2007,Ponte de Lima,10.5,10.7,10.8,6.5
2006 / 2007,Valença,17.3,10.4,9.0,5.1
2006 / 2007,Viana do Castelo,12.6,8.9,9.6,8.8
2006 / 2007,Vila Nova de Cerveira,20.2,7.4,7.6,4.8
2006 / 2007,Cávado,14.4,10.5,10.1,7.9
2006 / 2007,Amares,11.6,22.2,11.3,7.9
2006 / 2007,Barcelos,13.3,10.0,9.7,8.7
2006 / 2007,Braga,15.3,11.0,10.9,7.6
2006 / 2007,Esposende,12.6,10.4,11.5,9.5
2006 / 2007,Terras de Bouro,7.1,5.5,5.7,6.3
2006 / 2007,Vila Verde,20.5,9.7,8.4,7.6
2006 / 2007,Ave,,,,
2006 / 2007,Cabeceiras de Basto,12.8,12.6,12.3,16.2
2006 / 2007,Fafe,13.2,9.4,9.7,5.9
2006 / 2007,Guimarães,15.3,12.9,12.7,7.6
2006 / 2007,Mondim de Basto,22.2,14.9,13.8,12.3
2006 / 2007,Póvoa de Lanhoso,10.5,10.7,11.2,9.5
2006 / 2007,Vieira do Minho,9.7,10.8,8.6,7.0
2006 / 2007,Vila Nova de Famalicão,17.2,9.7,9.4,7.3
2006 / 2007,Vizela,17.8,9.2,8.2,8.0
2006 / 2007,Área Metropolitana do Porto,,,,
2006 / 2007,Arouca,15.0,11.2,7.0,5.3
2006 / 2007,Espinho,19.5,13.5,9.5,6.6
2006 / 2007,Gondomar,13.2,10.7,10.1,8.3
2006 / 2007,Maia,14.3,15.2,13.4,7.8
2006 / 2007,Matosinhos,15.8,9.5,9.4,8.1
2006 / 2007,Oliveira de Azeméis,12.6,8.6,9.0,10.9
2006 / 2007,Paredes,18.9,14.0,12.7,10.7
2006 / 2007,Porto,12.4,9.7,9.4,6.1
2006 / 2007,Póvoa de Varzim,20.7,11.0,11.0,8.9
2006 / 2007,Santa Maria da Feira,18.8,10.9,11.2,10.1
2006 / 2007,Santo Tirso,16.0,8.8,8.4,4.9
2006 / 2007,São João da Madeira,12.4,8.6,10.0,10.0
2006 / 2007,Trofa,12.0,12.1,11.7,10.9
2006 / 2007,Vale de Cambra,10.2,14.9,13.3,13.3
2006 / 2007,Valongo,21.6,9.7,10.8,9.2
2006 / 2007,Vila do Conde,17.8,10.6,10.9,9.6
2006 / 2007,Vila Nova de Gaia,16.5,11.2,10.2,7.3
2006 / 2007,Alto Tâmega,,,,
2006 / 2007,Boticas,18.0,6.5,6.9,1.8
2006 / 2007,Chaves,13.2,9.1,7.6,6.3
2006 / 2007,Montalegre,11.4,6.3,4.4,5.6
2006 / 2007,Ribeira de Pena,19.4,4.5,4.4,5.5
2006 / 2007,Valpaços,10.7,5.3,7.7,23.0
2006 / 2007,Vila Pouca de Aguiar,12.8,6.9,8.8,11.1
2006 / 2007,Tâmega e Sousa,,,,
2006 / 2007,Amarante,10.6,10.6,9.0,8.4
2006 / 2007,Baião,21.9,9.0,9.7,16.2
2006 / 2007,Castelo de Paiva,22.0,5.8,7.2,8.2
2006 / 2007,Celorico de Basto,18.9,7.0,6.6,8.4
2006 / 2007,Cinfães,15.4,14.1,12.2,8.6
2006 / 2007,Felgueiras,13.7,11.8,12.7,9.2
2006 / 2007,Lousada,12.1,9.5,9.5,8.8
2006 / 2007,Marco de Canaveses,34.4,15.1,15.1,8.8
2006 / 2007,Paços de Ferreira,13.9,12.5,13.5,11.9
2006 / 2007,Penafiel,18.6,15.6,17.3,17.1
2006 / 2007,Resende,14.0,5.3,7.6,8.7
2006 / 2007,Douro,,,,
2006 / 2007,Alijó,11.5,5.0,5.7,2.5
2006 / 2007,Armamar,12.0,7.7,8.1,
2006 / 2007,Carrazeda de Ansiães,12.4,7.2,7.1,5.8
2006 / 2007,Freixo de Espada à Cinta,33.0,4.8,5.0,
2006 / 2007,Lamego,14.7,9.0,7.9,6.6
2006 / 2007,Mesão Frio,16.4,7.3,7.6,8.5
2006 / 2007,Moimenta da Beira,11.6,4.6,8.5,6.3
2006 / 2007,Murça,9.4,7.4,7.4,8.4
2006 / 2007,Penedono,8.6,3.5,4.0,
2006 / 2007,Peso da Régua,20.8,6.4,5.2,5.1
2006 / 2007,Sabrosa,17.8,8.3,7.3,9.6
2006 / 2007,Santa Marta de Penaguião,10.5,5.3,6.2,
2006 / 2007,São João da Pesqueira,14.0,9.0,7.4,5.5
2006 / 2007,Sernancelhe,16.2,9.9,13.1,6.7
2006 / 2007,Tabuaço,19.4,5.4,4.7,5.8
2006 / 2007,Tarouca,16.4,7.7,7.1,7.8
2006 / 2007,Torre de Moncorvo,12.4,6.6,5.6,5.5
2006 / 2007,Vila Nova de Foz Côa,15.5,4.4,4.5,4.4
2006 / 2007,Vila Real,15.5,14.7,9.6,6.8
2006 / 2007,Terras de Trás-os-Montes,,,,
2006 / 2007,Alfândega da Fé,12.6,9.2,9.0,8.8
2006 / 2007,Bragança,11.4,6.3,7.9,8.2
2006 / 2007,Macedo de Cavaleiros,13.3,8.7,8.9,9.3
2006 / 2007,Miranda do Douro,11.6,5.0,4.8,4.8
2006 / 2007,Mirandela,13.0,8.3,9.9,7.6
2006 / 2007,Mogadouro,13.9,10.6,10.7,10.6
2006 / 2007,Vila Flor,11.1,7.2,7.5,7.8
2006 / 2007,Vimioso,10.8,6.8,6.4,
2006 / 2007,Vinhais,10.5,6.6,5.8,6.0
2006 / 2007,Centro,13.9,9.0,8.8,6.9
2006 / 2007,Oeste,14.4,9.5,9.4,8.0
2006 / 2007,Alcobaça,11.4,8.2,7.8,8.3
2006 / 2007,Alenquer,15.8,9.6,9.9,4.5
2006 / 2007,Arruda dos Vinhos,14.1,20.4,21.1,20.8
2006 / 2007,Bombarral,11.8,11.3,10.0,9.7
2006 / 2007,Cadaval,22.9,12.6,9.1,7.6
2006 / 2007,Caldas da Rainha,13.1,10.6,9.2,9.2
2006 / 2007,Lourinhã,11.8,8.5,8.3,4.6
2006 / 2007,Nazaré,12.2,12.0,13.3,15.0
2006 / 2007,Óbidos,15.2,10.7,10.0,10.0
2006 / 2007,Peniche,18.3,8.7,9.2,10.0
2006 / 2007,Sobral de Monte Agraço,11.9,13.8,15.2,15.6
2006 / 2007,Torres Vedras,19.0,8.1,8.9,8.4
2006 / 2007,Região de Aveiro,,,,
2006 / 2007,Águeda,17.8,6.0,6.7,6.6
2006 / 2007,Albergaria-a-Velha,12.4,5.0,7.3,10.9
2006 / 2007,Anadia,13.9,8.1,7.5,7.1
2006 / 2007,Aveiro,14.4,7.8,7.7,7.0
2006 / 2007,Estarreja,11.0,7.3,6.8,6.7
2006 / 2007,Ílhavo,13.5,8.1,7.5,8.2
