year,region,1_4_gr_students_per_computer,5_6_gr_students_per_computer,7_9_gr_students_per_computer,10_12_gr_students_per_computer
2009 / 2010,Almada,1.1,3.7,3.7,3.1
2009 / 2010,Amadora,1.1,3.7,3.4,2.5
2009 / 2010,Barreiro,1.1,3.8,3.8,3.8
2009 / 2010,Cascais,1.1,4.4,4.2,3.5
2009 / 2010,Lisboa,1.1,4.4,4.2,3.6
2009 / 2010,Loures,1.1,4.2,3.2,2.7
2009 / 2010,Mafra,1.2,5.0,5.4,6.4
2009 / 2010,Moita,1.1,3.9,3.9,2.5
2009 / 2010,Montijo,1.0,3.5,4.1,3.3
2009 / 2010,Odivelas,1.1,3.9,3.8,3.5
2009 / 2010,Oeiras,1.0,3.9,3.8,4.1
2009 / 2010,Palmela,1.0,3.8,4.9,5.6
2009 / 2010,Seixal,1.1,3.8,3.7,3.1
2009 / 2010,Sesimbra,1.1,4.2,4.6,4.5
2009 / 2010,Setúbal,1.1,4.0,3.8,3.0
2009 / 2010,Sintra,1.0,3.8,4.4,5.0
2009 / 2010,Vila Franca de Xira,1.0,5.0,4.7,4.2
2009 / 2010,Alentejo,1.0,3.0,3.0,3.1
2009 / 2010,Alentejo Litoral,0.9,2.6,2.5,2.7
2009 / 2010,Alcácer do Sal,0.9,2.9,3.2,2.4
2009 / 2010,Grândola,0.8,3.4,3.8,2.8
2009 / 2010,Odemira,0.9,2.1,2.1,3.1
2009 / 2010,Santiago do Cacém,1.0,2.4,2.1,2.4
2009 / 2010,Sines,1.0,3.4,3.1,2.5
2009 / 2010,Baixo Alentejo,0.9,2.9,2.8,2.7
2009 / 2010,Aljustrel,0.5,1.4,1.6,2.0
2009 / 2010,Almodôvar,0.9,2.4,2.4,2.4
2009 / 2010,Alvito,0.8,2.9,2.5,
2009 / 2010,Barrancos,0.9,1.7,1.6,
2009 / 2010,Beja,1.0,4.1,4.2,3.8
2009 / 2010,Castro Verde,1.0,3.5,2.7,2.1
2009 / 2010,Cuba,0.7,1.7,1.7,3.0
2009 / 2010,Ferreira do Alentejo,0.9,2.2,2.2,2.3
2009 / 2010,Mértola,0.9,2.7,2.7,2.0
2009 / 2010,Moura,1.0,3.1,3.2,3.4
2009 / 2010,Ourique,1.0,3.5,3.4,3.4
2009 / 2010,Serpa,0.9,2.5,2.1,1.6
2009 / 2010,Vidigueira,0.8,4.0,4.1,2.7
2009 / 2010,Lezíria do Tejo,1.1,3.9,3.6,3.5
2009 / 2010,Almeirim,1.0,3.2,3.1,2.9
2009 / 2010,Alpiarça,1.0,2.7,2.6,2.6
2009 / 2010,Azambuja,1.1,6.0,4.0,2.2
2009 / 2010,Benavente,1.5,3.7,3.5,3.5
2009 / 2010,Cartaxo,1.0,3.6,3.4,3.6
2009 / 2010,Chamusca,0.9,2.8,2.8,2.9
2009 / 2010,Coruche,0.9,4.4,2.7,2.0
2009 / 2010,Golegã,1.0,1.9,1.9,1.9
2009 / 2010,Rio Maior,1.1,5.8,5.5,4.6
2009 / 2010,Salvaterra de Magos,1.0,5.1,5.1,4.3
2009 / 2010,Santarém,1.1,4.0,4.1,4.5
2009 / 2010,Alto Alentejo,1.0,2.3,2.3,2.8
2009 / 2010,Alter do Chão,1.0,0.9,0.8,1.2
2009 / 2010,Arronches,1.0,1.1,1.1,
2009 / 2010,Avis,1.1,1.8,1.9,2.4
2009 / 2010,Campo Maior,1.0,2.3,2.6,2.6
2009 / 2010,Castelo de Vide,0.7,1.1,1.1,
2009 / 2010,Crato,0.9,3.1,3.2,2.0
2009 / 2010,Elvas,1.0,3.6,3.5,3.2
2009 / 2010,Fronteira,0.6,1.8,1.8,2.0
2009 / 2010,Gavião,0.7,2.3,2.2,
2009 / 2010,Marvão,0.6,1.5,1.6,
2009 / 2010,Monforte,1.0,2.1,2.1,
2009 / 2010,Nisa,0.9,1.5,1.5,1.7
2009 / 2010,Ponte de Sor,1.1,2.5,2.6,3.3
2009 / 2010,Portalegre,1.0,2.9,3.3,3.7
2009 / 2010,Sousel,0.9,2.5,2.4,
2009 / 2010,Alentejo Central,0.9,3.0,3.4,3.3
2009 / 2010,Alandroal,0.8,2.4,2.4,2.7
2009 / 2010,Arraiolos,0.9,3.7,3.5,3.6
2009 / 2010,Borba,0.9,3.1,3.0,
2009 / 2010,Estremoz,1.0,3.0,4.4,4.8
2009 / 2010,Évora,1.0,4.4,4.6,3.2
2009 / 2010,Montemor-o-Novo,1.0,2.7,3.4,5.2
2009 / 2010,Mora,0.9,1.4,1.4,1.4
2009 / 2010,Mourão,0.8,4.4,4.7,
2009 / 2010,Portel,1.1,1.2,1.2,1.2
2009 / 2010,Redondo,0.9,3.8,3.9,4.0
2009 / 2010,Reguengos de Monsaraz,1.0,3.1,3.7,5.5
2009 / 2010,Vendas Novas,0.9,5.4,3.7,2.4
2009 / 2010,Viana do Alentejo,0.8,1.9,1.9,1.9
2009 / 2010,Vila Viçosa,1.0,1.4,3.5,3.5
2009 / 2010,Algarve,1.0,3.7,3.7,4.2
2009 / 2010,Algarve,1.0,3.7,3.7,4.2
2009 / 2010,Albufeira,0.9,3.0,3.1,3.6
2009 / 2010,Alcoutim,0.6,1.2,1.2,0.8
2009 / 2010,Aljezur,0.9,4.0,3.9,
2009 / 2010,Castro Marim,1.1,4.0,4.0,
2009 / 2010,Faro,1.0,4.0,3.8,4.2
2009 / 2010,Lagoa,1.0,3.0,2.8,2.3
2009 / 2010,Lagos,1.0,4.5,4.2,3.2
2009 / 2010,Loulé,1.0,4.4,4.5,5.6
2009 / 2010,Monchique,0.9,3.8,3.9,
2009 / 2010,Olhão,0.9,3.3,3.6,5.8
2009 / 2010,Portimão,1.0,4.0,3.9,4.2
2009 / 2010,São Brás de Alportel,0.9,4.1,4.0,2.4
2009 / 2010,Silves,1.0,3.3,3.3,4.1
2009 / 2010,Tavira,1.0,4.6,4.6,4.6
2009 / 2010,Vila do Bispo,1.1,2.0,1.9,
2009 / 2010,Vila Real de Santo António,1.0,3.5,3.7,5.2
2009 / 2010,Região Autónoma dos Açores,,,,
2009 / 2010,Região Autónoma dos Açores,,,,
2009 / 2010,Região Autónoma dos Açores,,,,
2009 / 2010,Angra do Heroísmo,,,,
2009 / 2010,Calheta,,,,
2009 / 2010,Corvo,,,,
2009 / 2010,Horta,,,,
2009 / 2010,Lagoa,,,,
2009 / 2010,Lajes das Flores,,,,
2009 / 2010,Lajes do Pico,,,,
2009 / 2010,Madalena,,,,
2009 / 2010,Nordeste,,,,
2009 / 2010,Ponta Delgada,,,,
2009 / 2010,Povoação,,,,
2009 / 2010,Ribeira Grande,,,,
2009 / 2010,Santa Cruz da Graciosa,,,,
2009 / 2010,Santa Cruz das Flores,,,,
2009 / 2010,São Roque do Pico,,,,
2009 / 2010,Velas,,,,
2009 / 2010,Vila da Praia da Vitória,,,,
2009 / 2010,Vila do Porto,,,,
2009 / 2010,Vila Franca do Campo,,,,
2009 / 2010,Região Autónoma da Madeira,,,,
2009 / 2010,Região Autónoma da Madeira,,,,
2009 / 2010,Região Autónoma da Madeira,,,,
2009 / 2010,Calheta,,,,
2009 / 2010,Câmara de Lobos,,,,
2009 / 2010,Funchal,,,,
2009 / 2010,Machico,,,,
2009 / 2010,Ponta do Sol,,,,
2009 / 2010,Porto Moniz,,,,
2009 / 2010,Porto Santo,,,,
2009 / 2010,Ribeira Brava,,,,
2009 / 2010,Santa Cruz,,,,
2009 / 2010,Santana,,,,
2009 / 2010,São Vicente,,,,
2008 / 2009,Portugal,,,,
2008 / 2009,Continente,1.1,4.1,4.1,3.9
2008 / 2009,Norte,1.0,4.1,4.1,4.2
2008 / 2009,Alto Minho,1.0,3.5,3.3,3.0
2008 / 2009,Arcos de Valdevez,1.2,5.5,5.2,3.4
2008 / 2009,Caminha,0.9,2.8,2.0,1.8
2008 / 2009,Melgaço,0.9,2.0,2.0,1.4
2008 / 2009,Monção,1.0,3.3,3.4,3.5
2008 / 2009,Paredes de Coura,0.9,2.7,2.8,1.4
2008 / 2009,Ponte da Barca,0.9,3.2,3.2,3.0
2008 / 2009,Ponte de Lima,1.2,3.0,3.0,3.2
2008 / 2009,Valença,1.1,4.1,4.0,3.3
2008 / 2009,Viana do Castelo,1.1,3.6,3.6,3.8
2008 / 2009,Vila Nova de Cerveira,1.0,6.6,6.2,4.7
2008 / 2009,Cávado,1.0,4.6,4.3,4.7
2008 / 2009,Amares,1.0,10.8,3.5,2.6
2008 / 2009,Barcelos,1.0,4.3,4.5,5.5
2008 / 2009,Braga,1.1,5.8,5.4,4.9
2008 / 2009,Esposende,0.9,3.9,4.5,6.9
2008 / 2009,Terras de Bouro,0.9,1.7,1.7,1.8
2008 / 2009,Vila Verde,1.0,2.8,2.8,3.8
2008 / 2009,Ave,1.0,4.3,4.3,5.0
2008 / 2009,Cabeceiras de Basto,1.0,6.6,6.5,10.0
2008 / 2009,Fafe,1.0,4.1,4.2,8.1
2008 / 2009,Guimarães,1.0,3.9,4.1,5.8
2008 / 2009,Mondim de Basto,1.0,3.6,3.6,3.7
2008 / 2009,Póvoa de Lanhoso,1.0,3.2,3.2,3.1
2008 / 2009,Vieira do Minho,1.0,3.0,3.0,3.0
2008 / 2009,Vila Nova de Famalicão,1.0,4.7,4.4,4.5
2008 / 2009,Vizela,1.0,8.1,7.8,5.5
2008 / 2009,Área Metropolitana do Porto,1.0,4.4,4.4,4.4
2008 / 2009,Arouca,1.0,3.3,4.2,6.6
2008 / 2009,Espinho,1.0,3.9,4.2,5.7
2008 / 2009,Gondomar,1.1,4.1,4.0,4.8
2008 / 2009,Maia,1.1,5.9,6.2,6.2
2008 / 2009,Matosinhos,1.0,4.4,4.3,5.3
2008 / 2009,Oliveira de Azeméis,1.0,3.5,3.4,3.9
2008 / 2009,Paredes,1.1,4.6,5.0,4.9
2008 / 2009,Porto,1.1,4.6,4.6,4.2
2008 / 2009,Póvoa de Varzim,1.0,3.4,3.4,3.6
2008 / 2009,Santa Maria da Feira,1.1,4.0,4.3,6.4
2008 / 2009,Santo Tirso,1.0,4.3,4.6,3.0
2008 / 2009,São João da Madeira,1.1,6.9,4.4,3.7
2008 / 2009,Trofa,1.0,3.6,4.6,9.3
2008 / 2009,Vale de Cambra,1.0,8.6,8.1,8.7
2008 / 2009,Valongo,1.0,4.2,4.0,3.9
2008 / 2009,Vila do Conde,1.0,5.4,5.2,2.9
2008 / 2009,Vila Nova de Gaia,1.0,4.4,4.2,4.1
2008 / 2009,Alto Tâmega,1.0,3.4,2.7,2.6
2008 / 2009,Boticas,1.0,2.3,2.3,0.7
2008 / 2009,Chaves,1.0,4.0,3.0,3.0
2008 / 2009,Montalegre,0.8,2.0,2.0,2.1
2008 / 2009,Ribeira de Pena,1.0,5.2,5.3,8.2
2008 / 2009,Valpaços,0.9,3.5,2.1,1.6
2008 / 2009,Vila Pouca de Aguiar,1.0,3.8,3.2,2.9
2008 / 2009,Tâmega e Sousa,1.0,4.5,4.9,6.6
2008 / 2009,Amarante,1.1,6.5,6.7,7.8
2008 / 2009,Baião,1.2,5.3,5.2,10.4
2008 / 2009,Castelo de Paiva,1.0,5.3,5.1,5.8
2008 / 2009,Celorico de Basto,1.0,4.6,4.7,5.1
2008 / 2009,Cinfães,1.0,2.8,2.6,3.1
2008 / 2009,Felgueiras,1.0,4.4,5.3,5.3
2008 / 2009,Lousada,1.0,5.5,6.0,10.3
2008 / 2009,Marco de Canaveses,1.0,4.3,4.9,4.8
2008 / 2009,Paços de Ferreira,1.0,4.3,4.9,7.5
2008 / 2009,Penafiel,1.0,3.6,4.2,10.2
2008 / 2009,Resende,0.9,3.9,6.1,6.8
2008 / 2009,Douro,1.0,2.8,2.8,2.6
2008 / 2009,Alijó,1.0,2.2,2.2,2.1
2008 / 2009,Armamar,1.0,1.5,1.5,
2008 / 2009,Carrazeda de Ansiães,0.9,1.6,1.6,1.9
2008 / 2009,Freixo de Espada à Cinta,0.9,2.7,2.6,
2008 / 2009,Lamego,1.0,2.4,3.8,4.0
2008 / 2009,Mesão Frio,1.0,1.9,1.9,1.9
2008 / 2009,Moimenta da Beira,0.9,2.4,2.4,2.6
2008 / 2009,Murça,0.9,1.9,2.0,3.1
2008 / 2009,Penedono,0.9,3.1,3.0,
2008 / 2009,Peso da Régua,1.1,3.5,3.6,1.9
2008 / 2009,Sabrosa,1.0,1.5,1.5,1.5
2008 / 2009,Santa Marta de Penaguião,1.0,3.6,3.5,
2008 / 2009,São João da Pesqueira,1.3,3.2,3.1,2.2
2008 / 2009,Sernancelhe,2.2,2.9,3.1,1.9
2008 / 2009,Tabuaço,1.0,5.8,6.0,6.0
2008 / 2009,Tarouca,1.1,4.7,4.7,4.7
2008 / 2009,Torre de Moncorvo,1.0,1.4,1.4,1.3
2008 / 2009,Vila Nova de Foz Côa,1.1,1.4,1.3,1.4
2008 / 2009,Vila Real,1.0,6.2,4.0,3.2
2008 / 2009,Terras de Trás-os-Montes,1.0,2.7,3.0,3.0
2008 / 2009,Alfândega da Fé,0.9,1.7,1.7,1.7
2008 / 2009,Bragança,1.0,2.3,2.7,3.4
2008 / 2009,Macedo de Cavaleiros,1.1,4.3,4.2,4.0
2008 / 2009,Miranda do Douro,1.2,1.7,1.7,1.3
2008 / 2009,Mirandela,1.1,3.5,6.6,4.8
2008 / 2009,Mogadouro,0.9,2.2,2.2,2.2
2008 / 2009,Vila Flor,1.0,3.9,3.7,3.8
2008 / 2009,Vimioso,1.0,4.5,4.2,
2008 / 2009,Vinhais,0.9,1.6,1.6,1.6
2008 / 2009,Centro,1.1,3.8,3.9,3.7
2008 / 2009,Oeste,1.0,4.6,4.7,4.2
2008 / 2009,Alcobaça,1.0,3.2,4.1,4.9
2008 / 2009,Alenquer,1.1,4.6,4.7,4.9
2008 / 2009,Arruda dos Vinhos,1.0,13.4,10.9,6.0
2008 / 2009,Bombarral,1.1,6.4,6.5,6.6
2008 / 2009,Cadaval,1.1,2.9,2.4,2.1
2008 / 2009,Caldas da Rainha,1.0,6.0,5.3,4.6
2008 / 2009,Lourinhã,1.0,3.8,3.7,2.5
2008 / 2009,Nazaré,1.0,5.7,6.1,7.5
2008 / 2009,Óbidos,0.9,3.5,3.5,3.5
2008 / 2009,Peniche,1.0,5.2,5.3,2.0
2008 / 2009,Sobral de Monte Agraço,1.0,3.3,3.3,3.2
2008 / 2009,Torres Vedras,1.0,5.1,5.1,5.3
2008 / 2009,Região de Aveiro,1.1,4.2,4.3,4.4
2008 / 2009,Águeda,1.0,3.0,4.4,4.8
2008 / 2009,Albergaria-a-Velha,1.0,4.9,3.8,3.3
2008 / 2009,Anadia,1.1,5.0,4.9,5.4
2008 / 2009,Aveiro,1.1,4.1,4.3,4.6
2008 / 2009,Estarreja,1.1,3.5,4.1,5.6
2008 / 2009,Ílhavo,1.1,4.7,4.3,4.2
2008 / 2009,Murtosa,1.0,5.1,4.8,7.0
2008 / 2009,Oliveira do Bairro,1.2,3.9,4.0,4.5
2008 / 2009,Ovar,1.1,4.7,4.4,4.1
2008 / 2009,Sever do Vouga,1.1,4.6,5.5,5.9
2008 / 2009,Vagos,1.0,5.8,4.5,3.6
2008 / 2009,Região de Coimbra,1.1,3.9,3.8,3.3
2008 / 2009,Arganil,0.9,2.9,2.9,1.9
2008 / 2009,Cantanhede,1.1,4.5,4.4,3.1
2008 / 2009,Coimbra,1.1,4.8,4.5,3.9
2008 / 2009,Condeixa-a-Nova,1.0,2.5,3.0,3.3
2008 / 2009,Figueira da Foz,1.1,4.2,4.1,4.4
2008 / 2009,Góis,0.9,2.8,2.8,
2008 / 2009,Lousã,1.0,7.3,3.8,2.3
2008 / 2009,Mealhada,1.3,2.9,2.4,1.8
2008 / 2009,Mira,1.3,2.3,4.4,4.3
2008 / 2009,Miranda do Corvo,1.1,3.2,3.2,3.7
2008 / 2009,Montemor-o-Velho,1.2,2.5,2.5,3.2
2008 / 2009,Mortágua,1.5,2.2,2.1,2.1
2008 / 2009,Oliveira do Hospital,0.9,3.0,3.0,2.4
2008 / 2009,Pampilhosa da Serra,3.3,5.1,4.5,4.8
2008 / 2009,Penacova,1.2,3.2,3.0,2.8
2008 / 2009,Penela,1.3,2.8,2.7,1.3
2008 / 2009,Soure,1.0,6.0,5.9,4.4
2008 / 2009,Tábua,1.4,3.7,4.4,2.8
2008 / 2009,Vila Nova de Poiares,1.1,5.3,5.2,5.1
2008 / 2009,Região de Leiria,1.1,4.0,4.3,3.9
2008 / 2009,Alvaiázere,1.4,3.4,3.3,1.1
2008 / 2009,Ansião,0.8,3.7,3.4,1.9
2008 / 2009,Batalha,1.1,4.6,6.2,3.7
2008 / 2009,Castanheira de Pêra,0.9,2.4,2.5,
2008 / 2009,Figueiró dos Vinhos,1.1,0.9,1.6,1.6
2008 / 2009,Leiria,1.1,4.3,4.3,5.2
2008 / 2009,Marinha Grande,1.0,3.1,3.5,3.9
2008 / 2009,Pedrógão Grande,0.9,2.3,1.9,1.0
2008 / 2009,Pombal,1.1,5.8,6.8,5.8
2008 / 2009,Porto de Mós,1.0,5.0,4.7,5.2
2008 / 2009,Viseu Dão Lafões,1.1,3.1,3.3,3.5
2008 / 2009,Aguiar da Beira,1.0,2.6,2.5,2.6
2008 / 2009,Carregal do Sal,1.0,2.5,2.5,2.5
2008 / 2009,Castro Daire,1.0,3.3,3.4,3.3
2008 / 2009,Mangualde,1.1,3.2,2.9,2.4
2008 / 2009,Nelas,1.0,2.7,2.7,2.8
2008 / 2009,Oliveira de Frades,1.1,3.4,3.3,3.2
2008 / 2009,Penalva do Castelo,0.9,3.1,3.1,2.8
2008 / 2009,Santa Comba Dão,1.0,3.3,2.1,2.1
2008 / 2009,São Pedro do Sul,1.2,3.9,4.2,4.2
2008 / 2009,Sátão,1.0,3.1,3.6,4.9
2008 / 2009,Tondela,1.1,2.0,3.0,3.1
2008 / 2009,Vila Nova de Paiva,0.8,2.4,2.3,2.3
2008 / 2009,Viseu,1.1,4.0,4.0,4.7
2008 / 2009,Vouzela,1.2,1.7,2.7,2.8
2008 / 2009,Beira Baixa,1.0,2.7,2.9,4.0
2008 / 2009,Castelo Branco,1.0,3.2,3.4,5.1
2008 / 2009,Idanha-a-Nova,1.0,1.6,1.7,2.0
2008 / 2009,Oleiros,1.0,1.7,1.7,1.7
2008 / 2009,Penamacor,4.8,1.8,1.8,1.8
2008 / 2009,Proença-a-Nova,1.0,4.9,4.8,4.6
2008 / 2009,Vila Velha de Ródão,0.9,1.2,1.2,
2008 / 2009,Médio Tejo,1.0,4.5,4.1,3.9
2008 / 2009,Abrantes,0.7,4.5,4.5,4.9
2008 / 2009,Alcanena,1.3,3.9,2.7,1.6
2008 / 2009,Constância,1.0,2.6,2.6,2.8
2008 / 2009,Entroncamento,1.1,3.5,2.3,2.1
2008 / 2009,Ferreira do Zêzere,1.0,6.1,6.0,5.9
2008 / 2009,Mação,1.0,3.3,3.5,3.5
2008 / 2009,Ourém,1.1,5.7,5.8,6.3
2008 / 2009,Sardoal,1.4,4.1,4.0,3.8
2008 / 2009,Sertã,1.1,5.6,5.5,4.0
2008 / 2009,Tomar,1.1,4.0,3.6,3.2
2008 / 2009,Torres Novas,1.0,5.1,5.6,5.5
2008 / 2009,Vila de Rei,0.8,3.4,3.3,6.0
2008 / 2009,Vila Nova da Barquinha,1.1,2.8,2.4,5.9
2008 / 2009,Beiras e Serra da Estrela,1.1,3.0,3.0,3.2
2008 / 2009,Almeida,1.2,2.1,2.2,2.2
2008 / 2009,Belmonte,1.3,2.5,2.5,2.5
2008 / 2009,Celorico da Beira,1.4,6.9,6.7,7.0
2008 / 2009,Covilhã,1.1,3.3,3.4,3.6
2008 / 2009,Figueira de Castelo Rodrigo,1.0,1.3,2.3,2.3
2008 / 2009,Fornos de Algodres,1.2,3.8,3.9,3.7
2008 / 2009,Fundão,1.1,3.6,3.1,2.2
2008 / 2009,Gouveia,1.2,2.6,2.4,3.1
2008 / 2009,Guarda,1.0,4.4,3.9,5.7
2008 / 2009,Manteigas,1.1,3.3,2.8,2.3
2008 / 2009,Mêda,0.9,2.0,2.0,2.0
2008 / 2009,Pinhel,1.2,1.9,2.9,2.9
2008 / 2009,Sabugal,1.1,3.3,3.1,2.2
2008 / 2009,Seia,0.9,2.3,2.2,3.4
2008 / 2009,Trancoso,1.0,3.0,2.3,2.8
2008 / 2009,Área Metropolitana de Lisboa,1.2,4.7,4.6,3.9
2008 / 2009,Área Metropolitana de Lisboa,1.2,4.7,4.6,3.9
2008 / 2009,Alcochete,1.1,11.7,11.5,2.8
2008 / 2009,Almada,1.1,5.1,4.3,3.4
2008 / 2009,Amadora,1.2,4.3,3.8,2.3
2008 / 2009,Barreiro,1.3,5.0,5.0,4.3
2008 / 2009,Cascais,1.1,5.1,5.5,4.1
2008 / 2009,Lisboa,1.2,4.9,4.8,4.2
2008 / 2009,Loures,1.2,4.7,3.6,2.9
2008 / 2009,Mafra,1.2,6.2,6.7,9.6
2008 / 2009,Moita,1.2,5.0,4.7,2.2
2008 / 2009,Montijo,1.1,3.2,4.3,2.9
2008 / 2009,Odivelas,1.1,4.2,5.3,5.2
2008 / 2009,Oeiras,1.1,4.8,4.9,5.1
2008 / 2009,Palmela,1.1,3.4,4.4,5.3
2008 / 2009,Seixal,1.3,4.0,3.8,3.0
2008 / 2009,Sesimbra,1.1,4.0,4.5,7.5
2008 / 2009,Setúbal,1.2,5.2,4.0,2.6
2008 / 2009,Sintra,1.1,4.2,5.0,5.6
2008 / 2009,Vila Franca de Xira,1.1,5.9,5.3,3.8
2008 / 2009,Alentejo,1.0,3.2,3.2,3.1
2008 / 2009,Alentejo Litoral,1.0,2.7,2.7,2.8
2008 / 2009,Alcácer do Sal,0.9,2.2,2.8,3.8
2008 / 2009,Grândola,0.9,2.5,2.8,2.7
2008 / 2009,Odemira,1.0,2.5,2.5,2.9
2008 / 2009,Santiago do Cacém,1.0,2.7,2.4,2.1
2008 / 2009,Sines,1.0,3.6,4.0,3.7
2008 / 2009,Baixo Alentejo,1.0,3.1,2.9,2.5
2008 / 2009,Aljustrel,0.6,1.6,1.6,1.7
2008 / 2009,Almodôvar,1.0,2.6,2.7,2.7
2008 / 2009,Alvito,0.8,4.8,3.4,2.6
2008 / 2009,Barrancos,1.5,1.6,1.5,
2008 / 2009,Beja,1.2,4.7,4.6,3.9
2008 / 2009,Castro Verde,1.0,3.4,3.6,3.5
2008 / 2009,Cuba,3.2,3.0,2.7,2.1
2008 / 2009,Ferreira do Alentejo,0.9,2.1,2.0,2.1
2008 / 2009,Mértola,1.0,1.6,1.6,1.6
2008 / 2009,Moura,1.1,2.9,3.0,3.5
2008 / 2009,Ourique,1.0,4.3,4.6,4.8
2008 / 2009,Serpa,0.9,3.0,2.3,1.3
2008 / 2009,Vidigueira,0.8,3.6,3.6,3.5
2008 / 2009,Lezíria do Tejo,1.1,3.9,3.7,3.6
2008 / 2009,Almeirim,1.0,3.0,3.1,2.9
2008 / 2009,Alpiarça,1.1,2.6,2.5,2.5
2008 / 2009,Azambuja,1.2,5.1,3.6,2.4
2008 / 2009,Benavente,1.1,3.6,3.6,5.8
2008 / 2009,Cartaxo,1.1,3.4,3.2,3.3
2008 / 2009,Chamusca,0.9,5.7,5.8,6.0
2008 / 2009,Coruche,1.0,4.3,2.8,1.9
2008 / 2009,Golegã,1.1,2.0,2.0,2.0
2008 / 2009,Rio Maior,1.0,6.5,6.2,5.7
2008 / 2009,Salvaterra de Magos,1.0,5.4,5.3,4.9
2008 / 2009,Santarém,1.2,3.9,4.0,3.8
2008 / 2009,Alto Alentejo,1.0,2.6,2.8,3.0
2008 / 2009,Alter do Chão,0.9,2.9,2.5,1.9
2008 / 2009,Arronches,1.1,1.2,1.2,
2008 / 2009,Avis,1.2,1.4,1.4,2.8
2008 / 2009,Campo Maior,1.0,2.5,3.9,3.9
2008 / 2009,Castelo de Vide,0.8,1.7,1.7,
2008 / 2009,Crato,1.0,3.0,3.2,2.1
2008 / 2009,Elvas,1.0,4.1,4.2,3.5
2008 / 2009,Fronteira,0.7,2.3,2.3,2.3
2008 / 2009,Gavião,0.7,2.3,2.3,
2008 / 2009,Marvão,0.6,1.4,1.5,
2008 / 2009,Monforte,1.2,2.2,2.1,
2008 / 2009,Nisa,1.0,1.6,1.5,1.2
2008 / 2009,Ponte de Sor,1.1,2.8,2.9,4.0
2008 / 2009,Portalegre,1.1,3.3,3.6,4.0
2008 / 2009,Sousel,0.9,3.9,3.9,
2008 / 2009,Alentejo Central,1.0,3.4,3.7,3.4
2008 / 2009,Alandroal,0.9,2.8,2.8,2.8
2008 / 2009,Arraiolos,2.3,4.1,4.2,4.3
2008 / 2009,Borba,0.9,3.4,3.3,
2008 / 2009,Estremoz,1.0,4.1,4.9,3.8
2008 / 2009,Évora,1.0,3.9,4.3,3.6
2008 / 2009,Montemor-o-Novo,1.1,3.1,3.5,4.3
2008 / 2009,Mora,0.9,2.7,2.8,2.8
2008 / 2009,Mourão,0.8,4.9,4.7,
2008 / 2009,Portel,1.2,1.3,1.2,1.3
2008 / 2009,Redondo,1.0,3.9,3.9,3.8
2008 / 2009,Reguengos de Monsaraz,1.0,6.8,6.3,5.9
2008 / 2009,Vendas Novas,1.1,5.7,3.5,1.6
2008 / 2009,Viana do Alentejo,0.9,2.3,2.2,1.8
2008 / 2009,Vila Viçosa,1.0,1.7,3.5,3.4
2008 / 2009,Algarve,1.1,3.9,3.8,3.9
2008 / 2009,Algarve,1.1,3.9,3.8,3.9
2008 / 2009,Albufeira,1.0,4.2,4.4,3.3
2008 / 2009,Alcoutim,0.6,1.6,1.4,1.1
2008 / 2009,Aljezur,0.9,4.2,4.1,
2008 / 2009,Castro Marim,1.1,4.5,4.5,
2008 / 2009,Faro,1.1,4.4,4.2,4.6
2008 / 2009,Lagoa,1.1,3.5,3.0,2.4
2008 / 2009,Lagos,1.1,4.3,3.9,3.1
2008 / 2009,Loulé,1.1,4.1,4.2,5.5
2008 / 2009,Monchique,1.0,3.8,3.9,
2008 / 2009,Olhão,1.0,3.4,3.4,5.0
2008 / 2009,Portimão,1.0,3.7,3.6,3.2
2008 / 2009,São Brás de Alportel,1.0,4.3,4.3,2.7
2008 / 2009,Silves,1.1,3.4,3.4,4.0
2008 / 2009,Tavira,1.1,5.2,5.4,4.1
2008 / 2009,Vila do Bispo,1.0,2.8,2.8,
2008 / 2009,Vila Real de Santo António,1.2,3.1,3.4,4.9
2008 / 2009,Região Autónoma dos Açores,,,,
2008 / 2009,Região Autónoma dos Açores,,,,
2008 / 2009,Região Autónoma dos Açores,,,,
2008 / 2009,Angra do Heroísmo,,,,
2008 / 2009,Calheta,,,,
2008 / 2009,Corvo,,,,
2008 / 2009,Horta,,,,
2008 / 2009,Lagoa,,,,
2008 / 2009,Lajes das Flores,,,,
2008 / 2009,Lajes do Pico,,,,
2008 / 2009,Madalena,,,,
2008 / 2009,Nordeste,,,,
2008 / 2009,Ponta Delgada,,,,
2008 / 2009,Povoação,,,,
2008 / 2009,Ribeira Grande,,,,
2008 / 2009,Santa Cruz da Graciosa,,,,
2008 / 2009,Santa Cruz das Flores,,,,
2008 / 2009,São Roque do Pico,,,,
2008 / 2009,Velas,,,,
2008 / 2009,Vila da Praia da Vitória,,,,
2008 / 2009,Vila do Porto,,,,
2008 / 2009,Vila Franca do Campo,,,,
2008 / 2009,Região Autónoma da Madeira,,,,
2008 / 2009,Região Autónoma da Madeira,,,,
2008 / 2009,Região Autónoma da Madeira,,,,
2008 / 2009,Calheta,,,,
2008 / 2009,Câmara de Lobos,,,,
2008 / 2009,Funchal,,,,
2008 / 2009,Machico,,,,
2008 / 2009,Ponta do Sol,,,,
2008 / 2009,Porto Moniz,,,,
2008 / 2009,Porto Santo,,,,
2008 / 2009,Ribeira Brava,,,,
2008 / 2009,Santa Cruz,,,,
