year,region,kindergarten_public,kindergarten_private,1-4_gr_public,1_4_gr_private,5_6_gr_public,5_6_gr_private,7_9_gr_public,7_9_gr_private,10_12_gr_public,10_12_gr_private,professional_certification_public,professional_certification_private
2020 / 2021,Almeirim,356.0,253.0,843.0,,509.0,,777.0,3.0,520.0,11.0,,
2020 / 2021,Alpiarça,86.0,40.0,196.0,,95.0,,189.0,,156.0,,,
2020 / 2021,Azambuja,258.0,366.0,800.0,,438.0,,787.0,,589.0,,,
2020 / 2021,Benavente,524.0,249.0,1222.0,,637.0,,1103.0,,738.0,,,
2020 / 2021,Cartaxo,261.0,225.0,790.0,,458.0,,735.0,,598.0,,,
2020 / 2021,Chamusca,181.0,,241.0,,132.0,,222.0,,135.0,,,
2020 / 2021,Coruche,198.0,127.0,521.0,,267.0,,459.0,14.0,299.0,195.0,,
2020 / 2021,Golegã,86.0,41.0,165.0,,76.0,,147.0,,97.0,,,
2020 / 2021,Rio Maior,419.0,178.0,664.0,111.0,485.0,,766.0,,727.0,139.0,,
2020 / 2021,Salvaterra de Magos,280.0,206.0,731.0,2.0,428.0,11.0,679.0,37.0,598.0,503.0,,
2020 / 2021,Santarém,999.0,408.0,2003.0,124.0,1240.0,8.0,2044.0,43.0,2312.0,960.0,28.0,
2020 / 2021,Alto Alentejo,1561.0,872.0,3457.0,130.0,1904.0,58.0,3052.0,121.0,3166.0,224.0,106.0,
2020 / 2021,Alter do Chão,57.0,,101.0,,49.0,,94.0,,179.0,,,
2020 / 2021,Arronches,55.0,25.0,80.0,,56.0,,71.0,,5.0,,,
2020 / 2021,Avis,79.0,,123.0,,50.0,,101.0,,3.0,,,
2020 / 2021,Campo Maior,121.0,96.0,384.0,5.0,196.0,6.0,301.0,42.0,206.0,173.0,,
2020 / 2021,Castelo de Vide,56.0,20.0,81.0,,50.0,,63.0,,,,,
2020 / 2021,Crato,30.0,28.0,85.0,,40.0,,63.0,,,51.0,,
2020 / 2021,Elvas,272.0,256.0,815.0,101.0,414.0,52.0,663.0,79.0,795.0,,,
2020 / 2021,Fronteira,40.0,16.0,76.0,,47.0,,91.0,,,,,
2020 / 2021,Gavião,36.0,20.0,76.0,,61.0,,87.0,,34.0,,,
2020 / 2021,Marvão,57.0,,69.0,,26.0,,61.0,,,,,
2020 / 2021,Monforte,64.0,,113.0,,60.0,,84.0,,,,,
2020 / 2021,Nisa,76.0,,123.0,,67.0,,112.0,,103.0,,,
2020 / 2021,Ponte de Sor,247.0,94.0,444.0,24.0,273.0,,400.0,,485.0,,,
2020 / 2021,Portalegre,301.0,278.0,770.0,,426.0,,739.0,,1236.0,,106.0,
2020 / 2021,Sousel,70.0,39.0,117.0,,89.0,,122.0,,120.0,,,
2020 / 2021,Alentejo Central,1980.0,1694.0,4982.0,253.0,2690.0,134.0,4486.0,189.0,4675.0,731.0,84.0,
2020 / 2021,Alandroal,92.0,,123.0,,76.0,,108.0,,,,,
2020 / 2021,Arraiolos,63.0,83.0,169.0,,89.0,,181.0,,105.0,,,
2020 / 2021,Borba,117.0,41.0,205.0,,117.0,,154.0,,,,,
2020 / 2021,Estremoz,223.0,61.0,414.0,,208.0,,343.0,,479.0,,,
2020 / 2021,Évora,453.0,1015.0,1908.0,184.0,992.0,103.0,1789.0,122.0,2137.0,632.0,84.0,
2020 / 2021,Montemor-o-Novo,215.0,119.0,489.0,,256.0,,429.0,15.0,402.0,17.0,,
2020 / 2021,Mora,65.0,12.0,94.0,,50.0,,105.0,,55.0,,,
2020 / 2021,Mourão,67.0,,99.0,,54.0,,71.0,,,,,
2020 / 2021,Portel,53.0,55.0,151.0,,101.0,,133.0,,5.0,,,
2020 / 2021,Redondo,104.0,31.0,207.0,,104.0,,148.0,,135.0,,,
2020 / 2021,Reguengos de Monsaraz,181.0,52.0,368.0,1.0,224.0,2.0,347.0,9.0,368.0,14.0,,
2020 / 2021,Vendas Novas,160.0,114.0,347.0,68.0,182.0,29.0,311.0,43.0,431.0,68.0,,
2020 / 2021,Viana do Alentejo,91.0,29.0,185.0,,102.0,,154.0,,161.0,,,
2020 / 2021,Vila Viçosa,96.0,82.0,223.0,,135.0,,213.0,,397.0,,,
2020 / 2021,Algarve,7318.0,5253.0,17181.0,1445.0,9772.0,390.0,15546.0,630.0,16182.0,783.0,348.0,
2020 / 2021,Algarve,7318.0,5253.0,17181.0,1445.0,9772.0,390.0,15546.0,630.0,16182.0,783.0,348.0,
2020 / 2021,Albufeira,1016.0,331.0,1959.0,,1063.0,,1639.0,,1706.0,,,
2020 / 2021,Alcoutim,,35.0,53.0,,24.0,,49.0,,,,,
2020 / 2021,Aljezur,165.0,,232.0,,106.0,,162.0,44.0,,23.0,,
2020 / 2021,Castro Marim,113.0,84.0,256.0,,135.0,,170.0,,,,,
2020 / 2021,Faro,495.0,1259.0,2361.0,343.0,1404.0,49.0,2299.0,73.0,2881.0,75.0,249.0,
2020 / 2021,Lagoa,402.0,325.0,894.0,119.0,491.0,106.0,715.0,126.0,359.0,69.0,,
2020 / 2021,Lagos,268.0,572.0,1056.0,190.0,617.0,49.0,1149.0,44.0,1469.0,16.0,,
2020 / 2021,Loulé,1705.0,620.0,2992.0,186.0,1609.0,104.0,2438.0,210.0,2298.0,243.0,,
2020 / 2021,Monchique,122.0,,147.0,,76.0,,127.0,,,,,
2020 / 2021,Olhão,636.0,444.0,1652.0,92.0,967.0,46.0,1497.0,67.0,1364.0,,,
2020 / 2021,Portimão,958.0,603.0,2123.0,299.0,1354.0,,2210.0,30.0,2970.0,308.0,57.0,
2020 / 2021,São Brás de Alportel,237.0,73.0,417.0,,238.0,,381.0,,305.0,,,
2020 / 2021,Silves,516.0,402.0,1366.0,85.0,691.0,18.0,1086.0,25.0,1050.0,49.0,,
2020 / 2021,Tavira,237.0,348.0,820.0,62.0,507.0,,774.0,,836.0,,,
2020 / 2021,Vila do Bispo,143.0,,187.0,69.0,65.0,18.0,112.0,11.0,,,,
2020 / 2021,Vila Real de Santo António,305.0,157.0,666.0,,425.0,,738.0,,944.0,,42.0,
2020 / 2021,Região Autónoma dos Açores,4061.0,2378.0,9308.0,893.0,5266.0,159.0,8790.0,84.0,7108.0,2003.0,,
2020 / 2021,Região Autónoma dos Açores,4061.0,2378.0,9308.0,893.0,5266.0,159.0,8790.0,84.0,7108.0,2003.0,,
2020 / 2021,Região Autónoma dos Açores,4061.0,2378.0,9308.0,893.0,5266.0,159.0,8790.0,84.0,7108.0,2003.0,,
2020 / 2021,Angra do Heroísmo,276.0,622.0,1200.0,139.0,665.0,43.0,1080.0,,622.0,160.0,,
2020 / 2021,Calheta,20.0,56.0,124.0,,57.0,,127.0,,100.0,,,
2020 / 2021,Corvo,,3.0,20.0,,7.0,,14.0,,18.0,,,
2020 / 2021,Horta,200.0,147.0,508.0,67.0,292.0,,477.0,,422.0,113.0,,
2020 / 2021,Lagoa,309.0,48.0,587.0,,369.0,,636.0,,447.0,56.0,,
2020 / 2021,Lajes das Flores,19.0,,34.0,,21.0,,1.0,,2.0,,,
2020 / 2021,Lajes do Pico,85.0,,159.0,,81.0,,141.0,,118.0,,,
2020 / 2021,Madalena,154.0,33.0,265.0,,109.0,,196.0,,115.0,93.0,,
2020 / 2021,Nordeste,92.0,,153.0,,102.0,,153.0,,103.0,49.0,,
2020 / 2021,Ponta Delgada,1160.0,825.0,2378.0,687.0,1150.0,116.0,2839.0,84.0,2501.0,877.0,,
2020 / 2021,Povoação,122.0,16.0,234.0,,132.0,,227.0,,144.0,86.0,,
2020 / 2021,Ribeira Grande,712.0,223.0,1716.0,,1287.0,,1214.0,,672.0,129.0,,
2020 / 2021,Santa Cruz da Graciosa,68.0,49.0,173.0,,83.0,,112.0,,114.0,,,
2020 / 2021,Santa Cruz das Flores,46.0,19.0,74.0,,42.0,,114.0,,93.0,,,
2020 / 2021,São Roque do Pico,54.0,28.0,120.0,,66.0,,88.0,,74.0,,,
2020 / 2021,Velas,36.0,88.0,170.0,,93.0,,148.0,,134.0,103.0,,
2020 / 2021,Vila da Praia da Vitória,358.0,135.0,767.0,,368.0,,645.0,,959.0,233.0,,
2020 / 2021,Vila do Porto,153.0,,203.0,,102.0,,202.0,,169.0,,,
2020 / 2021,Vila Franca do Campo,197.0,86.0,423.0,,240.0,,376.0,,301.0,104.0,,
2020 / 2021,Região Autónoma da Madeira,3282.0,2721.0,6823.0,2307.0,4469.0,653.0,8099.0,1161.0,9168.0,1551.0,,
2020 / 2021,Região Autónoma da Madeira,3282.0,2721.0,6823.0,2307.0,4469.0,653.0,8099.0,1161.0,9168.0,1551.0,,
2020 / 2021,Região Autónoma da Madeira,3282.0,2721.0,6823.0,2307.0,4469.0,653.0,8099.0,1161.0,9168.0,1551.0,,
2020 / 2021,Calheta,182.0,50.0,386.0,50.0,190.0,,384.0,,335.0,,,
2020 / 2021,Câmara de Lobos,431.0,229.0,1068.0,,558.0,,977.0,,332.0,,,
2020 / 2021,Funchal,1177.0,1938.0,2588.0,1845.0,1974.0,653.0,3504.0,1161.0,6343.0,1551.0,,
2020 / 2021,Machico,336.0,86.0,569.0,96.0,382.0,,690.0,,606.0,,,
2020 / 2021,Ponta do Sol,152.0,15.0,408.0,,179.0,,283.0,,239.0,,,
2020 / 2021,Porto Moniz,45.0,,67.0,,36.0,,66.0,,68.0,,,
2020 / 2021,Porto Santo,69.0,23.0,110.0,94.0,106.0,,187.0,,163.0,,,
2020 / 2021,Ribeira Brava,275.0,,457.0,,234.0,,495.0,,466.0,,,
2020 / 2021,Santa Cruz,412.0,358.0,868.0,195.0,646.0,,1212.0,,344.0,,,
2020 / 2021,Santana,98.0,21.0,171.0,27.0,83.0,,156.0,,155.0,,,
2020 / 2021,São Vicente,105.0,1.0,131.0,,81.0,,145.0,,117.0,,,
2019 / 2020,Portugal,133007.0,118101.0,334774.0,51809.0,190238.0,25151.0,307196.0,41696.0,308764.0,84576.0,5629.0,41.0
2019 / 2020,Continente,125740.0,112878.0,317674.0,48493.0,180161.0,24261.0,289916.0,40397.0,292214.0,80926.0,5629.0,41.0
2019 / 2020,Norte,46831.0,35395.0,110244.0,14211.0,63712.0,7298.0,103319.0,13583.0,102783.0,34239.0,1417.0,
2019 / 2020,Alto Minho,3303.0,1683.0,6918.0,285.0,3998.0,133.0,6269.0,448.0,7375.0,1589.0,93.0,
2019 / 2020,Arcos de Valdevez,185.0,200.0,513.0,3.0,304.0,6.0,494.0,14.0,522.0,164.0,,
2019 / 2020,Caminha,216.0,120.0,452.0,,242.0,,385.0,3.0,293.0,160.0,,
2019 / 2020,Melgaço,66.0,48.0,186.0,,117.0,,141.0,,197.0,,,
2019 / 2020,Monção,218.0,102.0,420.0,,284.0,,395.0,66.0,372.0,253.0,,
2019 / 2020,Paredes de Coura,71.0,87.0,244.0,,157.0,,237.0,,123.0,128.0,,
2019 / 2020,Ponte da Barca,160.0,46.0,332.0,1.0,174.0,19.0,318.0,13.0,263.0,111.0,,
2019 / 2020,Ponte de Lima,858.0,69.0,1368.0,2.0,751.0,2.0,1234.0,57.0,1397.0,241.0,,
2019 / 2020,Valença,288.0,14.0,441.0,,241.0,,343.0,,241.0,62.0,,
2019 / 2020,Viana do Castelo,1070.0,960.0,2686.0,279.0,1536.0,106.0,2452.0,295.0,3824.0,420.0,93.0,
2019 / 2020,Vila Nova de Cerveira,171.0,37.0,276.0,,192.0,,270.0,,143.0,50.0,,
2019 / 2020,Cávado,5902.0,4648.0,13243.0,2206.0,7444.0,1173.0,11955.0,2076.0,12164.0,4630.0,,
2019 / 2020,Amares,316.0,36.0,571.0,,373.0,,498.0,,469.0,,,
2019 / 2020,Barcelos,2009.0,673.0,3836.0,177.0,1966.0,227.0,3155.0,457.0,2868.0,980.0,,
2019 / 2020,Braga,2174.0,3258.0,5792.0,1959.0,3453.0,944.0,5723.0,1458.0,6970.0,2806.0,,
2019 / 2020,Esposende,482.0,376.0,1341.0,,722.0,,1053.0,52.0,816.0,206.0,,
2019 / 2020,Terras de Bouro,91.0,35.0,170.0,,112.0,,196.0,,76.0,,,
2019 / 2020,Vila Verde,830.0,270.0,1533.0,70.0,818.0,2.0,1330.0,109.0,965.0,638.0,,
2019 / 2020,Ave,4506.0,5217.0,13177.0,882.0,7169.0,379.0,11962.0,908.0,11676.0,2648.0,,
2019 / 2020,Cabeceiras de Basto,270.0,92.0,529.0,1.0,304.0,9.0,519.0,31.0,338.0,216.0,,
2019 / 2020,Fafe,414.0,676.0,1483.0,150.0,803.0,78.0,1320.0,158.0,1235.0,429.0,,
2019 / 2020,Guimarães,1498.0,2271.0,4750.0,400.0,2598.0,185.0,4427.0,351.0,4592.0,633.0,,
2019 / 2020,Mondim de Basto,69.0,50.0,188.0,,113.0,,170.0,,205.0,,,
2019 / 2020,Póvoa de Lanhoso,340.0,119.0,756.0,,417.0,,685.0,17.0,660.0,176.0,,
2019 / 2020,Vieira do Minho,163.0,24.0,357.0,,182.0,,311.0,,301.0,,,
2019 / 2020,Vila Nova de Famalicão,1329.0,1872.0,4290.0,331.0,2266.0,103.0,3737.0,314.0,3653.0,1109.0,,
2019 / 2020,Vizela,423.0,113.0,824.0,,486.0,4.0,793.0,37.0,692.0,85.0,,
2019 / 2020,Área Metropolitana do Porto,21704.0,19033.0,53179.0,9385.0,31136.0,4590.0,49756.0,8093.0,48032.0,20202.0,1192.0,
2019 / 2020,Arouca,401.0,95.0,786.0,,416.0,,711.0,43.0,568.0,90.0,,
2019 / 2020,Espinho,585.0,213.0,1112.0,,847.0,42.0,1372.0,171.0,1438.0,455.0,,
2019 / 2020,Gondomar,2145.0,1207.0,4525.0,619.0,2575.0,312.0,3968.0,533.0,3427.0,782.0,,
2019 / 2020,Maia,1703.0,1602.0,4516.0,549.0,2714.0,250.0,4065.0,306.0,3016.0,375.0,157.0,
2019 / 2020,Matosinhos,1940.0,2022.0,5044.0,831.0,3196.0,198.0,4882.0,544.0,3966.0,1080.0,,
2019 / 2020,Oliveira de Azeméis,741.0,605.0,1884.0,115.0,1045.0,,1769.0,,1962.0,,,
2019 / 2020,Paredes,1574.0,359.0,2821.0,239.0,1678.0,174.0,2768.0,256.0,1932.0,371.0,,
2019 / 2020,Porto,1879.0,4845.0,6253.0,4172.0,3667.0,2172.0,6565.0,3616.0,10821.0,9210.0,493.0,
2019 / 2020,Póvoa de Varzim,493.0,1083.0,2275.0,237.0,1415.0,110.0,2301.0,157.0,2550.0,133.0,,
2019 / 2020,Santa Maria da Feira,1820.0,1239.0,4187.0,331.0,2150.0,221.0,3575.0,291.0,2939.0,724.0,56.0,
2019 / 2020,Santo Tirso,843.0,533.0,1811.0,346.0,1204.0,169.0,1988.0,318.0,2220.0,822.0,,
2019 / 2020,São João da Madeira,485.0,330.0,1119.0,94.0,735.0,33.0,1107.0,68.0,1513.0,244.0,486.0,
2019 / 2020,Trofa,599.0,173.0,1190.0,78.0,608.0,66.0,1044.0,124.0,774.0,365.0,,
2019 / 2020,Vale de Cambra,428.0,49.0,663.0,,350.0,,612.0,,626.0,,,
2019 / 2020,Valongo,1372.0,719.0,2880.0,376.0,1779.0,157.0,2728.0,318.0,2138.0,410.0,,
2019 / 2020,Vila do Conde,1128.0,800.0,2850.0,118.0,1399.0,18.0,2251.0,57.0,1752.0,303.0,,
2019 / 2020,Vila Nova de Gaia,3568.0,3159.0,9263.0,1280.0,5358.0,668.0,8050.0,1291.0,6390.0,4838.0,,
2019 / 2020,Alto Tâmega,852.0,585.0,2008.0,165.0,1251.0,4.0,2173.0,13.0,2289.0,225.0,,
2019 / 2020,Boticas,45.0,26.0,111.0,,90.0,,103.0,,,,,
2019 / 2020,Chaves,338.0,315.0,908.0,165.0,634.0,4.0,1124.0,13.0,1426.0,225.0,,
2019 / 2020,Montalegre,122.0,,190.0,,89.0,,210.0,,189.0,,,
2019 / 2020,Ribeira de Pena,56.0,77.0,184.0,,94.0,,165.0,,161.0,,,
2019 / 2020,Valpaços,122.0,119.0,338.0,,198.0,,316.0,,221.0,,,
2019 / 2020,Vila Pouca de Aguiar,169.0,48.0,277.0,,146.0,,255.0,,292.0,,,
2019 / 2020,Tâmega e Sousa,7111.0,2105.0,13809.0,789.0,7999.0,666.0,13537.0,1435.0,12256.0,2932.0,,
2019 / 2020,Amarante,775.0,319.0,1586.0,201.0,708.0,341.0,1171.0,638.0,926.0,1388.0,,
2019 / 2020,Baião,127.0,206.0,503.0,,316.0,,516.0,,498.0,,,
2019 / 2020,Castelo de Paiva,266.0,93.0,562.0,1.0,326.0,53.0,587.0,133.0,509.0,66.0,,
2019 / 2020,Celorico de Basto,304.0,25.0,517.0,,310.0,,541.0,,604.0,,,
2019 / 2020,Cinfães,339.0,,566.0,,314.0,,545.0,,591.0,51.0,,
2019 / 2020,Felgueiras,849.0,429.0,1790.0,168.0,1152.0,3.0,2013.0,23.0,1873.0,357.0,,
2019 / 2020,Lousada,933.0,219.0,1639.0,169.0,979.0,106.0,1594.0,140.0,1373.0,200.0,,
2019 / 2020,Marco de Canaveses,1035.0,81.0,1826.0,,1015.0,,1820.0,,1706.0,,,
2019 / 2020,Paços de Ferreira,933.0,377.0,2012.0,173.0,1256.0,130.0,2035.0,250.0,1595.0,377.0,,
2019 / 2020,Penafiel,1370.0,325.0,2496.0,77.0,1442.0,33.0,2411.0,251.0,2239.0,493.0,,
2019 / 2020,Resende,180.0,31.0,312.0,,181.0,,304.0,,342.0,,,
2019 / 2020,Douro,2439.0,1235.0,5263.0,264.0,3061.0,238.0,5059.0,269.0,5898.0,1004.0,116.0,
2019 / 2020,Alijó,64.0,105.0,262.0,,169.0,,252.0,,191.0,,,
2019 / 2020,Armamar,82.0,24.0,142.0,,87.0,,130.0,,125.0,,,
2019 / 2020,Carrazeda de Ansiães,62.0,40.0,148.0,,77.0,,154.0,,123.0,,,
2019 / 2020,Freixo de Espada à Cinta,14.0,43.0,101.0,,49.0,,69.0,,,,,
2019 / 2020,Lamego,356.0,143.0,671.0,37.0,423.0,22.0,746.0,39.0,1011.0,147.0,62.0,
2019 / 2020,Mesão Frio,86.0,,108.0,,85.0,,123.0,,157.0,,,
2019 / 2020,Moimenta da Beira,121.0,87.0,291.0,,177.0,,278.0,19.0,377.0,86.0,,
2019 / 2020,Murça,52.0,32.0,149.0,,60.0,,132.0,16.0,149.0,101.0,,
2019 / 2020,Penedono,22.0,26.0,55.0,,47.0,,76.0,,,,,
2019 / 2020,Peso da Régua,128.0,179.0,511.0,,278.0,,481.0,,743.0,,,
2019 / 2020,Sabrosa,62.0,22.0,146.0,,91.0,,145.0,,146.0,,,
2019 / 2020,Santa Marta de Penaguião,34.0,78.0,161.0,,63.0,,98.0,,,,,
2019 / 2020,São João da Pesqueira,140.0,,200.0,,122.0,,210.0,32.0,92.0,113.0,,
2019 / 2020,Sernancelhe,61.0,16.0,137.0,,65.0,,103.0,,,136.0,,
2019 / 2020,Tabuaço,73.0,,103.0,,71.0,,125.0,,75.0,,,
2019 / 2020,Tarouca,140.0,38.0,232.0,,134.0,,228.0,,147.0,,,
2019 / 2020,Torre de Moncorvo,87.0,13.0,154.0,,88.0,,106.0,,124.0,,,
2019 / 2020,Vila Nova de Foz Côa,63.0,30.0,144.0,,85.0,,123.0,,86.0,,,
2019 / 2020,Vila Real,792.0,359.0,1548.0,227.0,890.0,216.0,1480.0,163.0,2352.0,421.0,54.0,
2019 / 2020,Terras de Trás-os-Montes,1014.0,889.0,2647.0,235.0,1654.0,115.0,2608.0,341.0,3093.0,1009.0,16.0,
2019 / 2020,Alfândega da Fé,43.0,18.0,108.0,,53.0,,89.0,,71.0,,,
2019 / 2020,Bragança,324.0,358.0,887.0,178.0,611.0,9.0,943.0,50.0,1435.0,327.0,16.0,
2019 / 2020,Macedo de Cavaleiros,149.0,105.0,346.0,,188.0,9.0,331.0,17.0,411.0,226.0,,
2019 / 2020,Miranda do Douro,105.0,13.0,142.0,,101.0,,140.0,,133.0,,,
2019 / 2020,Mirandela,162.0,258.0,589.0,56.0,404.0,44.0,592.0,160.0,685.0,243.0,,
2019 / 2020,Mogadouro,48.0,75.0,193.0,1.0,91.0,53.0,189.0,114.0,131.0,213.0,,
2019 / 2020,Vila Flor,65.0,24.0,165.0,,88.0,,133.0,,117.0,,,
2019 / 2020,Vimioso,51.0,,77.0,,44.0,,58.0,,,,,
2019 / 2020,Vinhais,67.0,38.0,140.0,,74.0,,133.0,,110.0,,,
2019 / 2020,Centro,28435.0,21883.0,69573.0,4860.0,37686.0,4055.0,60932.0,8163.0,62818.0,17090.0,717.0,41.0
2019 / 2020,Oeste,5222.0,3472.0,12538.0,634.0,6514.0,1109.0,9764.0,2526.0,9616.0,3443.0,44.0,
2019 / 2020,Alcobaça,517.0,741.0,1715.0,67.0,1062.0,,1220.0,520.0,1253.0,594.0,,
2019 / 2020,Alenquer,663.0,279.0,1590.0,,945.0,,1390.0,,1304.0,15.0,,
2019 / 2020,Arruda dos Vinhos,272.0,137.0,653.0,,27.0,432.0,,820.0,,681.0,,
2019 / 2020,Bombarral,205.0,61.0,393.0,,229.0,,438.0,,421.0,,,
2019 / 2020,Cadaval,187.0,54.0,399.0,,226.0,,273.0,,210.0,,,
2019 / 2020,Caldas da Rainha,741.0,500.0,1664.0,264.0,958.0,163.0,1708.0,191.0,2106.0,530.0,23.0,
2019 / 2020,Lourinhã,455.0,199.0,956.0,,525.0,,780.0,,634.0,,,
2019 / 2020,Nazaré,245.0,116.0,482.0,,229.0,7.0,302.0,52.0,181.0,288.0,,
2019 / 2020,Óbidos,231.0,67.0,433.0,,224.0,,283.0,,197.0,,21.0,
2019 / 2020,Peniche,245.0,417.0,1032.0,,555.0,,877.0,43.0,573.0,64.0,,
2019 / 2020,Sobral de Monte Agraço,156.0,90.0,377.0,,270.0,,360.0,,231.0,,,
2019 / 2020,Torres Vedras,1305.0,811.0,2844.0,303.0,1264.0,507.0,2133.0,900.0,2506.0,1271.0,,
2019 / 2020,Região de Aveiro,4365.0,4690.0,12594.0,578.0,6780.0,524.0,10753.0,1039.0,10954.0,2511.0,91.0,41.0
2019 / 2020,Águeda,478.0,663.0,1602.0,60.0,862.0,28.0,1458.0,21.0,1886.0,,71.0,
2019 / 2020,Albergaria-a-Velha,279.0,291.0,824.0,70.0,427.0,80.0,668.0,125.0,562.0,388.0,,
2019 / 2020,Anadia,254.0,363.0,785.0,139.0,406.0,124.0,640.0,199.0,712.0,414.0,,
2019 / 2020,Aveiro,749.0,1450.0,3020.0,221.0,1815.0,113.0,2748.0,318.0,3577.0,818.0,20.0,41.0
2019 / 2020,Estarreja,350.0,322.0,910.0,39.0,516.0,,854.0,,775.0,,,
2019 / 2020,Ílhavo,540.0,418.0,1352.0,,694.0,,1026.0,,819.0,,,
2019 / 2020,Murtosa,157.0,81.0,370.0,,222.0,,348.0,,100.0,,,
2019 / 2020,Oliveira do Bairro,313.0,301.0,878.0,,442.0,,654.0,,459.0,106.0,,
2019 / 2020,Ovar,659.0,581.0,1780.0,49.0,947.0,11.0,1545.0,84.0,1218.0,249.0,,
2019 / 2020,Sever do Vouga,192.0,36.0,319.0,,173.0,,341.0,,372.0,237.0,,
2019 / 2020,Vagos,394.0,184.0,754.0,,276.0,168.0,471.0,292.0,474.0,299.0,,
2019 / 2020,Região de Coimbra,4618.0,4923.0,12496.0,1465.0,7096.0,556.0,11633.0,1044.0,12223.0,2994.0,293.0,
2019 / 2020,Arganil,185.0,35.0,337.0,,173.0,,269.0,,607.0,,74.0,
2019 / 2020,Cantanhede,381.0,333.0,1064.0,38.0,535.0,44.0,901.0,68.0,647.0,280.0,,
2019 / 2020,Coimbra,1005.0,2591.0,3868.0,1227.0,2293.0,418.0,3851.0,666.0,5853.0,1057.0,219.0,
2019 / 2020,Condeixa-a-Nova,221.0,82.0,482.0,,324.0,,481.0,,343.0,,,
2019 / 2020,Figueira da Foz,600.0,643.0,1701.0,192.0,1012.0,1.0,1779.0,76.0,1653.0,373.0,,
2019 / 2020,Góis,43.0,29.0,79.0,,37.0,,80.0,,,,,
2019 / 2020,Lousã,303.0,89.0,580.0,,312.0,,581.0,16.0,395.0,209.0,,
2019 / 2020,Mealhada,207.0,197.0,548.0,,352.0,,552.0,,262.0,281.0,,
2019 / 2020,Mira,164.0,43.0,368.0,,220.0,,290.0,,215.0,,,
2019 / 2020,Miranda do Corvo,132.0,91.0,330.0,,210.0,,351.0,,249.0,,,
2019 / 2020,Montemor-o-Velho,239.0,209.0,678.0,,351.0,1.0,480.0,54.0,301.0,165.0,,
2019 / 2020,Mortágua,126.0,31.0,245.0,,140.0,,175.0,,209.0,,,
2019 / 2020,Oliveira do Hospital,215.0,202.0,646.0,8.0,343.0,,560.0,,466.0,187.0,,
2019 / 2020,Pampilhosa da Serra,21.0,33.0,94.0,,42.0,,67.0,,28.0,,,
2019 / 2020,Penacova,222.0,,305.0,,170.0,,312.0,21.0,201.0,234.0,,
2019 / 2020,Penela,92.0,,147.0,,66.0,,102.0,,,40.0,,
2019 / 2020,Soure,176.0,182.0,491.0,,194.0,92.0,323.0,132.0,359.0,73.0,,
2019 / 2020,Tábua,213.0,55.0,316.0,,173.0,,307.0,,269.0,38.0,,
2019 / 2020,Vila Nova de Poiares,73.0,78.0,217.0,,149.0,,172.0,11.0,166.0,57.0,,
2019 / 2020,Região de Leiria,4557.0,2364.0,9133.0,776.0,4528.0,1033.0,7560.0,1808.0,7672.0,2664.0,73.0,
2019 / 2020,Alvaiázere,99.0,,152.0,,83.0,,127.0,,80.0,61.0,,
2019 / 2020,Ansião,122.0,86.0,349.0,,211.0,,400.0,10.0,288.0,235.0,,
2019 / 2020,Batalha,252.0,173.0,533.0,,272.0,,504.0,,355.0,,,
2019 / 2020,Castanheira de Pêra,32.0,,68.0,,39.0,,62.0,,,,,
2019 / 2020,Figueiró dos Vinhos,55.0,36.0,121.0,,74.0,,125.0,,130.0,,,
2019 / 2020,Leiria,1959.0,1321.0,4141.0,600.0,1961.0,594.0,3294.0,1000.0,3940.0,676.0,73.0,
2019 / 2020,Marinha Grande,721.0,242.0,1301.0,115.0,798.0,19.0,1281.0,112.0,1375.0,332.0,,
2019 / 2020,Pedrógão Grande,38.0,21.0,88.0,,48.0,,78.0,6.0,,184.0,,
2019 / 2020,Pombal,865.0,345.0,1618.0,22.0,722.0,264.0,1185.0,464.0,1116.0,846.0,,
2019 / 2020,Porto de Mós,414.0,140.0,762.0,39.0,320.0,156.0,504.0,216.0,388.0,330.0,,
2019 / 2020,Viseu Dão Lafões,3715.0,1806.0,7933.0,509.0,4411.0,226.0,7337.0,517.0,8259.0,1287.0,72.0,
2019 / 2020,Aguiar da Beira,82.0,,131.0,,59.0,,126.0,,147.0,,,
2019 / 2020,Carregal do Sal,185.0,,265.0,,166.0,,278.0,,216.0,,,
2019 / 2020,Castro Daire,221.0,39.0,367.0,,274.0,,382.0,40.0,420.0,45.0,,
2019 / 2020,Mangualde,267.0,167.0,611.0,,335.0,,603.0,,677.0,20.0,,
2019 / 2020,Nelas,178.0,176.0,396.0,21.0,253.0,,409.0,,340.0,,,
2019 / 2020,Oliveira de Frades,147.0,54.0,348.0,,173.0,,311.0,,234.0,,,
2019 / 2020,Penalva do Castelo,127.0,,214.0,,102.0,,193.0,,209.0,,,
2019 / 2020,Santa Comba Dão,142.0,42.0,297.0,,196.0,,293.0,,264.0,,,
2019 / 2020,São Pedro do Sul,206.0,59.0,468.0,,222.0,,405.0,,427.0,157.0,,
2019 / 2020,Sátão,189.0,23.0,346.0,,172.0,,305.0,,281.0,,,
2019 / 2020,Tondela,356.0,80.0,699.0,,386.0,2.0,706.0,38.0,599.0,384.0,,
2019 / 2020,Vila Nova de Paiva,80.0,,147.0,,79.0,,135.0,,133.0,,,
