year,region,kindergarten_public,kindergarten_private,1-4_gr_public,1_4_gr_private,5_6_gr_public,5_6_gr_private,7_9_gr_public,7_9_gr_private,10_12_gr_public,10_12_gr_private,professional_certification_public,professional_certification_private
2003 / 2004,Alpiarça,105.0,69.0,326.0,,171.0,,204.0,,216.0,,,
2003 / 2004,Azambuja,48.0,487.0,930.0,,440.0,,568.0,,428.0,,,
2003 / 2004,Benavente,435.0,175.0,1248.0,,673.0,,882.0,,555.0,,,
2003 / 2004,Cartaxo,248.0,247.0,1022.0,,585.0,,718.0,,868.0,,,
2003 / 2004,Chamusca,192.0,70.0,455.0,,181.0,,315.0,,236.0,,,
2003 / 2004,Coruche,279.0,107.0,818.0,,356.0,,583.0,,391.0,150.0,,
2003 / 2004,Golegã,115.0,46.0,261.0,,129.0,,163.0,,110.0,,,
2003 / 2004,Rio Maior,456.0,114.0,867.0,,600.0,,960.0,,811.0,156.0,12.0,
2003 / 2004,Salvaterra de Magos,175.0,243.0,944.0,,479.0,,672.0,,607.0,276.0,,20.0
2003 / 2004,Santarém,931.0,597.0,2579.0,,1150.0,264.0,1644.0,357.0,1909.0,376.0,,
2003 / 2004,Alto Alentejo,1791.0,1192.0,5030.0,199.0,2574.0,78.0,3786.0,239.0,3637.0,511.0,,67.0
2003 / 2004,Alter do Chão,72.0,,144.0,,84.0,,111.0,,210.0,,,
2003 / 2004,Arronches,48.0,,137.0,,56.0,,103.0,,,,,
2003 / 2004,Avis,101.0,,215.0,,77.0,,134.0,,18.0,130.0,,
2003 / 2004,Campo Maior,164.0,69.0,416.0,,203.0,,313.0,,229.0,24.0,,
2003 / 2004,Castelo de Vide,57.0,44.0,136.0,,82.0,,119.0,,,,,
2003 / 2004,Crato,33.0,54.0,147.0,,64.0,,93.0,,,,,
2003 / 2004,Elvas,289.0,358.0,1027.0,113.0,535.0,62.0,796.0,94.0,822.0,169.0,,
2003 / 2004,Fronteira,50.0,25.0,101.0,,68.0,,21.0,104.0,,11.0,,
2003 / 2004,Gavião,43.0,24.0,185.0,,75.0,,111.0,,,,,
2003 / 2004,Marvão,79.0,,113.0,,93.0,,102.0,,,,,
2003 / 2004,Monforte,78.0,,199.0,,68.0,,67.0,,,24.0,,
2003 / 2004,Nisa,84.0,70.0,268.0,,104.0,,164.0,,94.0,144.0,,
2003 / 2004,Ponte de Sor,299.0,186.0,688.0,45.0,416.0,,618.0,,653.0,,,
2003 / 2004,Portalegre,311.0,320.0,1003.0,41.0,539.0,16.0,881.0,41.0,1557.0,9.0,,67.0
2003 / 2004,Sousel,83.0,42.0,251.0,,110.0,,153.0,,54.0,,,
2003 / 2004,Alentejo Central,1783.0,2056.0,6759.0,578.0,3819.0,199.0,5450.0,205.0,5768.0,790.0,,20.0
2003 / 2004,Alandroal,122.0,,228.0,,123.0,,157.0,,,,,
2003 / 2004,Arraiolos,42.0,120.0,276.0,,152.0,,245.0,,209.0,,,
2003 / 2004,Borba,122.0,38.0,320.0,,141.0,,205.0,,,,,
2003 / 2004,Estremoz,196.0,128.0,550.0,132.0,308.0,,517.0,,696.0,184.0,,
2003 / 2004,Évora,225.0,1035.0,2318.0,298.0,1206.0,144.0,1795.0,144.0,2220.0,513.0,,20.0
2003 / 2004,Montemor-o-Novo,204.0,101.0,631.0,,360.0,,499.0,,426.0,,,
2003 / 2004,Mora,75.0,32.0,174.0,,105.0,,151.0,,159.0,57.0,,
2003 / 2004,Mourão,100.0,,146.0,,84.0,,103.0,,30.0,,,
2003 / 2004,Portel,95.0,78.0,253.0,,277.0,,198.0,,60.0,16.0,,
2003 / 2004,Redondo,100.0,73.0,319.0,,156.0,,209.0,,129.0,,,
2003 / 2004,Reguengos de Monsaraz,207.0,57.0,478.0,,336.0,,457.0,,454.0,,,
2003 / 2004,Vendas Novas,87.0,169.0,441.0,96.0,211.0,55.0,321.0,61.0,526.0,,,
2003 / 2004,Viana do Alentejo,92.0,75.0,233.0,,142.0,,267.0,,263.0,,,
2003 / 2004,Vila Viçosa,116.0,150.0,392.0,52.0,218.0,,326.0,,596.0,20.0,,
2003 / 2004,Algarve,4117.0,4853.0,18555.0,1257.0,10617.0,293.0,14496.0,361.0,15483.0,771.0,121.0,
2003 / 2004,Algarve,4117.0,4853.0,18555.0,1257.0,10617.0,293.0,14496.0,361.0,15483.0,771.0,121.0,
2003 / 2004,Albufeira,550.0,367.0,1865.0,48.0,1011.0,,1278.0,,1250.0,,,
2003 / 2004,Alcoutim,,34.0,115.0,,35.0,,97.0,,,,,
2003 / 2004,Aljezur,127.0,,191.0,,87.0,,151.0,,,,,
2003 / 2004,Castro Marim,75.0,94.0,307.0,,93.0,,170.0,,,,,
2003 / 2004,Faro,116.0,1255.0,2472.0,390.0,1497.0,92.0,2059.0,82.0,2838.0,313.0,55.0,
2003 / 2004,Lagoa,295.0,275.0,1035.0,169.0,534.0,109.0,818.0,141.0,439.0,65.0,,
2003 / 2004,Lagos,62.0,563.0,1294.0,124.0,750.0,,1016.0,,1188.0,,42.0,
2003 / 2004,Loulé,582.0,607.0,3065.0,169.0,1653.0,92.0,2192.0,138.0,2146.0,266.0,,
2003 / 2004,Monchique,140.0,,211.0,,117.0,,209.0,,103.0,,,
2003 / 2004,Olhão,322.0,380.0,1977.0,80.0,1150.0,,1440.0,,1316.0,,11.0,
2003 / 2004,Portimão,773.0,534.0,2174.0,242.0,1394.0,,1851.0,,2845.0,62.0,13.0,
2003 / 2004,São Brás de Alportel,166.0,75.0,442.0,,227.0,,340.0,,375.0,,,
2003 / 2004,Silves,470.0,218.0,1318.0,35.0,825.0,,1103.0,,1129.0,65.0,,
2003 / 2004,Tavira,215.0,279.0,953.0,,602.0,,823.0,,845.0,,,
2003 / 2004,Vila do Bispo,95.0,22.0,290.0,,110.0,,145.0,,,,,
2003 / 2004,Vila Real de Santo António,129.0,150.0,846.0,,532.0,,804.0,,1009.0,,,
2003 / 2004,Região Autónoma dos Açores,,,,,,,,,,,,
2003 / 2004,Região Autónoma dos Açores,,,,,,,,,,,,
2003 / 2004,Região Autónoma dos Açores,,,,,,,,,,,,
2003 / 2004,Angra do Heroísmo,,,,,,,,,,,,
2003 / 2004,Calheta,,,,,,,,,,,,
2003 / 2004,Corvo,,,,,,,,,,,,
2003 / 2004,Horta,,,,,,,,,,,,
2003 / 2004,Lagoa,,,,,,,,,,,,
2003 / 2004,Lajes das Flores,,,,,,,,,,,,
2003 / 2004,Lajes do Pico,,,,,,,,,,,,
2003 / 2004,Madalena,,,,,,,,,,,,
2003 / 2004,Nordeste,,,,,,,,,,,,
2003 / 2004,Ponta Delgada,,,,,,,,,,,,
2003 / 2004,Povoação,,,,,,,,,,,,
2003 / 2004,Ribeira Grande,,,,,,,,,,,,
2003 / 2004,Santa Cruz da Graciosa,,,,,,,,,,,,
2003 / 2004,Santa Cruz das Flores,,,,,,,,,,,,
2003 / 2004,São Roque do Pico,,,,,,,,,,,,
2003 / 2004,Velas,,,,,,,,,,,,
2003 / 2004,Vila da Praia da Vitória,,,,,,,,,,,,
2003 / 2004,Vila do Porto,,,,,,,,,,,,
2003 / 2004,Vila Franca do Campo,,,,,,,,,,,,
2003 / 2004,Região Autónoma da Madeira,,,,,,,,,,,,
2003 / 2004,Região Autónoma da Madeira,,,,,,,,,,,,
2003 / 2004,Região Autónoma da Madeira,,,,,,,,,,,,
2003 / 2004,Calheta,,,,,,,,,,,,
2003 / 2004,Câmara de Lobos,,,,,,,,,,,,
2003 / 2004,Funchal,,,,,,,,,,,,
2003 / 2004,Machico,,,,,,,,,,,,
2003 / 2004,Ponta do Sol,,,,,,,,,,,,
2003 / 2004,Porto Moniz,,,,,,,,,,,,
2003 / 2004,Porto Santo,,,,,,,,,,,,
2003 / 2004,Ribeira Brava,,,,,,,,,,,,
2003 / 2004,Santa Cruz,,,,,,,,,,,,
2003 / 2004,Santana,,,,,,,,,,,,
2003 / 2004,São Vicente,,,,,,,,,,,,
2002 / 2003,Portugal,,,,,,,,,,,232.0,406.0
2002 / 2003,Continente,117823.0,114732.0,430083.0,45809.0,227845.0,29937.0,325999.0,43089.0,299560.0,65721.0,232.0,406.0
2002 / 2003,Norte,51016.0,37011.0,177287.0,13509.0,95692.0,9995.0,133969.0,14906.0,98941.0,27624.0,113.0,203.0
2002 / 2003,Alto Minho,3233.0,2150.0,10776.0,255.0,5651.0,380.0,8349.0,1013.0,7106.0,1890.0,6.0,20.0
2002 / 2003,Arcos de Valdevez,163.0,94.0,911.0,,503.0,,822.0,,604.0,147.0,,
2002 / 2003,Caminha,219.0,171.0,689.0,,417.0,,276.0,469.0,307.0,833.0,,
2002 / 2003,Melgaço,111.0,42.0,315.0,,201.0,,263.0,,246.0,101.0,,
2002 / 2003,Monção,288.0,74.0,717.0,,423.0,,598.0,13.0,544.0,95.0,,20.0
2002 / 2003,Paredes de Coura,76.0,177.0,308.0,,198.0,,293.0,,193.0,127.0,,
2002 / 2003,Ponte da Barca,106.0,94.0,652.0,,340.0,,509.0,,282.0,101.0,,
2002 / 2003,Ponte de Lima,808.0,214.0,2315.0,,1183.0,,1866.0,,1038.0,,,
2002 / 2003,Valença,259.0,54.0,667.0,,262.0,,468.0,,371.0,119.0,,
2002 / 2003,Viana do Castelo,1047.0,1175.0,3814.0,255.0,1960.0,263.0,3034.0,383.0,3400.0,145.0,6.0,
2002 / 2003,Vila Nova de Cerveira,156.0,55.0,388.0,,164.0,117.0,220.0,148.0,121.0,222.0,,
2002 / 2003,Cávado,7176.0,4654.0,20844.0,1227.0,10673.0,1484.0,15703.0,2072.0,11992.0,3427.0,18.0,17.0
2002 / 2003,Amares,560.0,40.0,1001.0,,592.0,,775.0,,582.0,,,
2002 / 2003,Barcelos,2398.0,839.0,6812.0,,2831.0,683.0,4157.0,740.0,2439.0,585.0,,
2002 / 2003,Braga,2217.0,3240.0,7936.0,1227.0,4443.0,801.0,6677.0,1304.0,6802.0,2438.0,18.0,
2002 / 2003,Esposende,664.0,304.0,1943.0,,1083.0,,1631.0,,932.0,122.0,,17.0
2002 / 2003,Terras de Bouro,145.0,52.0,385.0,,274.0,,361.0,,159.0,,,
2002 / 2003,Vila Verde,1192.0,179.0,2767.0,,1450.0,,2102.0,28.0,1078.0,282.0,,
2002 / 2003,Ave,5861.0,4694.0,23349.0,644.0,11482.0,1632.0,15947.0,2411.0,10808.0,3218.0,,11.0
2002 / 2003,Cabeceiras de Basto,503.0,54.0,1060.0,,687.0,,806.0,,,530.0,,
2002 / 2003,Fafe,859.0,634.0,2741.0,,1458.0,,2284.0,,1526.0,96.0,,11.0
2002 / 2003,Guimarães,1772.0,1711.0,8673.0,243.0,4674.0,,6415.0,,4179.0,544.0,,
2002 / 2003,Mondim de Basto,169.0,52.0,530.0,,318.0,,389.0,,281.0,,,
2002 / 2003,Póvoa de Lanhoso,501.0,182.0,1334.0,,766.0,,1125.0,,654.0,157.0,,
2002 / 2003,Vieira do Minho,345.0,36.0,765.0,,404.0,,640.0,,480.0,,,
2002 / 2003,Vila Nova de Famalicão,1504.0,1905.0,6848.0,401.0,2618.0,1369.0,3418.0,2087.0,2911.0,1891.0,,
2002 / 2003,Vizela,208.0,120.0,1398.0,,557.0,263.0,870.0,324.0,777.0,,,
2002 / 2003,Área Metropolitana do Porto,20365.0,19430.0,76853.0,9227.0,42982.0,4857.0,59760.0,7049.0,43925.0,15271.0,68.0,96.0
2002 / 2003,Arouca,395.0,38.0,1290.0,,685.0,,1031.0,,600.0,,,
2002 / 2003,Espinho,598.0,300.0,1884.0,,1016.0,,1452.0,19.0,1456.0,317.0,,
2002 / 2003,Gondomar,1738.0,759.0,6642.0,435.0,3467.0,177.0,4866.0,273.0,3069.0,522.0,,
2002 / 2003,Maia,1115.0,986.0,4700.0,219.0,2828.0,,3885.0,,2734.0,306.0,,
2002 / 2003,Matosinhos,954.0,2033.0,6345.0,771.0,4130.0,101.0,5801.0,59.0,4047.0,261.0,,15.0
2002 / 2003,Oliveira de Azeméis,914.0,807.0,3258.0,139.0,1752.0,,2489.0,,1440.0,,,
2002 / 2003,Paredes,1653.0,228.0,4811.0,136.0,2601.0,52.0,3236.0,69.0,1631.0,,,
2002 / 2003,Porto,1971.0,6302.0,9606.0,4662.0,5441.0,2299.0,8164.0,3318.0,9589.0,8519.0,52.0,66.0
2002 / 2003,Póvoa de Varzim,522.0,877.0,3662.0,56.0,2035.0,37.0,2637.0,21.0,2359.0,,,
2002 / 2003,Santa Maria da Feira,2744.0,1103.0,6951.0,188.0,3170.0,695.0,3975.0,1329.0,1902.0,1680.0,,
2002 / 2003,Santo Tirso,1037.0,772.0,3293.0,574.0,1711.0,518.0,2323.0,756.0,2148.0,714.0,,15.0
2002 / 2003,São João da Madeira,454.0,462.0,1382.0,143.0,787.0,62.0,1299.0,73.0,2103.0,161.0,,
2002 / 2003,Trofa,418.0,177.0,1913.0,75.0,1208.0,36.0,1704.0,55.0,889.0,,,
2002 / 2003,Vale de Cambra,593.0,40.0,1111.0,,659.0,,995.0,,781.0,,,
2002 / 2003,Valongo,1108.0,1015.0,3967.0,572.0,2557.0,252.0,3622.0,153.0,2682.0,91.0,,
2002 / 2003,Vila do Conde,1328.0,735.0,3824.0,42.0,2130.0,,2850.0,,1718.0,224.0,,
2002 / 2003,Vila Nova de Gaia,2823.0,2796.0,12214.0,1215.0,6805.0,628.0,9431.0,924.0,4777.0,2476.0,16.0,
2002 / 2003,Alto Tâmega,1287.0,837.0,4199.0,233.0,2728.0,71.0,4077.0,108.0,3573.0,405.0,,
2002 / 2003,Boticas,78.0,48.0,231.0,,137.0,,234.0,,,47.0,,
2002 / 2003,Chaves,437.0,432.0,1622.0,233.0,1189.0,,1771.0,,2143.0,254.0,,
2002 / 2003,Montalegre,232.0,25.0,504.0,,202.0,71.0,411.0,108.0,268.0,104.0,,
2002 / 2003,Ribeira de Pena,61.0,89.0,361.0,,202.0,,331.0,,204.0,,,
2002 / 2003,Valpaços,234.0,186.0,795.0,,517.0,,807.0,,532.0,,,
2002 / 2003,Vila Pouca de Aguiar,245.0,57.0,686.0,,481.0,,523.0,,426.0,,,
2002 / 2003,Tâmega e Sousa,7910.0,2262.0,26596.0,944.0,13638.0,906.0,17459.0,1205.0,9749.0,1784.0,21.0,
2002 / 2003,Amarante,966.0,311.0,3210.0,312.0,1049.0,867.0,1511.0,1066.0,993.0,1290.0,21.0,
2002 / 2003,Baião,184.0,216.0,1298.0,,686.0,,807.0,,428.0,,,
2002 / 2003,Castelo de Paiva,398.0,132.0,1014.0,,498.0,,789.0,,453.0,,,
2002 / 2003,Celorico de Basto,355.0,25.0,1080.0,,645.0,,898.0,,458.0,,,
2002 / 2003,Cinfães,351.0,37.0,1220.0,,560.0,,877.0,,468.0,72.0,,
2002 / 2003,Felgueiras,770.0,340.0,3640.0,239.0,2215.0,,2856.0,,1618.0,163.0,,
2002 / 2003,Lousada,898.0,386.0,2945.0,237.0,1533.0,39.0,1897.0,,902.0,,,
2002 / 2003,Marco de Canaveses,1578.0,102.0,3498.0,,1782.0,,2166.0,,1197.0,7.0,,
2002 / 2003,Paços de Ferreira,836.0,336.0,3391.0,62.0,1843.0,,2212.0,,1149.0,134.0,,
2002 / 2003,Penafiel,1324.0,355.0,4621.0,94.0,2402.0,,3045.0,,1793.0,,,
2002 / 2003,Resende,250.0,22.0,679.0,,425.0,,401.0,139.0,290.0,118.0,,
2002 / 2003,Douro,3798.0,1810.0,9858.0,615.0,5707.0,573.0,8204.0,732.0,7301.0,1312.0,,19.0
2002 / 2003,Alijó,227.0,147.0,570.0,,360.0,,537.0,,308.0,,,
2002 / 2003,Armamar,136.0,44.0,343.0,,201.0,,247.0,,,,,
2002 / 2003,Carrazeda de Ansiães,51.0,79.0,294.0,,161.0,,284.0,,217.0,92.0,,
2002 / 2003,Freixo de Espada à Cinta,37.0,31.0,138.0,,77.0,,129.0,,,,,
2002 / 2003,Lamego,594.0,286.0,1255.0,150.0,764.0,87.0,1261.0,151.0,1009.0,319.0,,
2002 / 2003,Mesão Frio,122.0,,276.0,,172.0,,226.0,,136.0,,,
2002 / 2003,Moimenta da Beira,313.0,39.0,578.0,,372.0,,524.0,,569.0,124.0,,
2002 / 2003,Murça,45.0,56.0,256.0,,223.0,,261.0,,213.0,116.0,,
2002 / 2003,Penedono,49.0,24.0,130.0,,136.0,,99.0,,,,,
2002 / 2003,Peso da Régua,155.0,324.0,1053.0,,496.0,173.0,751.0,211.0,986.0,,,
2002 / 2003,Sabrosa,152.0,46.0,315.0,,159.0,,207.0,,150.0,,,
2002 / 2003,Santa Marta de Penaguião,41.0,97.0,370.0,,158.0,,209.0,,,,,
2002 / 2003,São João da Pesqueira,259.0,,427.0,,290.0,,248.0,8.0,136.0,153.0,,19.0
2002 / 2003,Sernancelhe,106.0,43.0,276.0,,177.0,,239.0,21.0,,148.0,,
2002 / 2003,Tabuaço,173.0,,341.0,,195.0,,242.0,,127.0,,,
2002 / 2003,Tarouca,243.0,,446.0,,269.0,,332.0,,231.0,,,
2002 / 2003,Torre de Moncorvo,165.0,14.0,355.0,,184.0,,322.0,,377.0,,,
2002 / 2003,Vila Nova de Foz Côa,136.0,80.0,317.0,,178.0,,261.0,,181.0,,,
2002 / 2003,Vila Real,794.0,500.0,2118.0,465.0,1135.0,313.0,1825.0,341.0,2661.0,360.0,,
2002 / 2003,Terras de Trás-os-Montes,1386.0,1174.0,4812.0,364.0,2831.0,92.0,4470.0,316.0,4487.0,317.0,,40.0
2002 / 2003,Alfândega da Fé,86.0,31.0,234.0,,139.0,,191.0,,225.0,,,
2002 / 2003,Bragança,197.0,484.0,1194.0,327.0,859.0,,1410.0,,1569.0,157.0,,40.0
2002 / 2003,Macedo de Cavaleiros,212.0,168.0,750.0,,363.0,58.0,633.0,80.0,603.0,,,
2002 / 2003,Miranda do Douro,115.0,46.0,274.0,,163.0,,253.0,,258.0,,,
2002 / 2003,Mirandela,321.0,292.0,1106.0,37.0,634.0,34.0,935.0,236.0,960.0,160.0,,
2002 / 2003,Mogadouro,105.0,75.0,381.0,,186.0,,360.0,,384.0,,,
2002 / 2003,Vila Flor,119.0,29.0,324.0,,181.0,,244.0,,205.0,,,
2002 / 2003,Vimioso,102.0,,193.0,,118.0,,130.0,,,,,
2002 / 2003,Vinhais,129.0,49.0,356.0,,188.0,,314.0,,283.0,,,
2002 / 2003,Centro,34626.0,24247.0,100431.0,5294.0,49016.0,8709.0,72259.0,14353.0,73835.0,17385.0,11.0,97.0
2002 / 2003,Oeste,4959.0,3689.0,15456.0,410.0,7548.0,987.0,10250.0,2030.0,9208.0,2530.0,,
2002 / 2003,Alcobaça,732.0,928.0,2528.0,105.0,1375.0,,1362.0,641.0,1200.0,715.0,,
2002 / 2003,Alenquer,602.0,319.0,1681.0,71.0,961.0,,1324.0,,967.0,,,
2002 / 2003,Arruda dos Vinhos,151.0,120.0,438.0,,,341.0,,403.0,,356.0,,
2002 / 2003,Bombarral,267.0,45.0,677.0,,367.0,,484.0,,310.0,,,
2002 / 2003,Cadaval,199.0,111.0,582.0,,304.0,,425.0,,299.0,,,
2002 / 2003,Caldas da Rainha,728.0,535.0,2371.0,,1231.0,,1890.0,,2323.0,199.0,,
2002 / 2003,Lourinhã,449.0,250.0,1145.0,,596.0,,857.0,,582.0,,,
2002 / 2003,Nazaré,138.0,84.0,727.0,,172.0,171.0,288.0,275.0,,437.0,,
2002 / 2003,Óbidos,212.0,99.0,396.0,48.0,234.0,,292.0,,,,,
2002 / 2003,Peniche,328.0,381.0,1310.0,,731.0,,951.0,,952.0,,,
2002 / 2003,Sobral de Monte Agraço,61.0,100.0,372.0,,238.0,,391.0,,243.0,,,
2002 / 2003,Torres Vedras,1092.0,717.0,3229.0,186.0,1339.0,475.0,1986.0,711.0,2332.0,823.0,,
2002 / 2003,Região de Aveiro,4787.0,4832.0,17948.0,761.0,8429.0,1488.0,11800.0,2363.0,11365.0,1944.0,,
2002 / 2003,Águeda,463.0,726.0,2349.0,,903.0,272.0,1438.0,371.0,1669.0,,,
2002 / 2003,Albergaria-a-Velha,434.0,262.0,1203.0,118.0,569.0,109.0,855.0,156.0,542.0,195.0,,
2002 / 2003,Anadia,382.0,450.0,1214.0,191.0,449.0,310.0,651.0,447.0,561.0,242.0,,
2002 / 2003,Aveiro,744.0,1329.0,3760.0,209.0,1829.0,223.0,2807.0,303.0,3636.0,194.0,,
2002 / 2003,Estarreja,380.0,365.0,1416.0,71.0,703.0,,998.0,,1010.0,,,
2002 / 2003,Ílhavo,426.0,470.0,1816.0,,1019.0,,1323.0,,1019.0,,,
2002 / 2003,Murtosa,187.0,76.0,596.0,,341.0,,333.0,,,,,
2002 / 2003,Oliveira do Bairro,232.0,240.0,964.0,91.0,378.0,270.0,447.0,484.0,405.0,396.0,,
2002 / 2003,Ovar,877.0,718.0,2825.0,81.0,1538.0,,2013.0,,1618.0,385.0,,
2002 / 2003,Sever do Vouga,262.0,41.0,616.0,,313.0,,463.0,,409.0,,,
2002 / 2003,Vagos,400.0,155.0,1189.0,,387.0,304.0,472.0,602.0,496.0,532.0,,
2002 / 2003,Região de Coimbra,5243.0,5466.0,17515.0,1875.0,8379.0,2085.0,13012.0,3156.0,15193.0,3666.0,,15.0
2002 / 2003,Arganil,257.0,45.0,575.0,,346.0,,479.0,,491.0,52.0,,
2002 / 2003,Cantanhede,471.0,426.0,1426.0,78.0,633.0,305.0,935.0,467.0,1107.0,342.0,,
2002 / 2003,Coimbra,731.0,2534.0,5108.0,1413.0,2141.0,1438.0,3476.0,2083.0,6299.0,1645.0,,15.0
2002 / 2003,Condeixa-a-Nova,227.0,56.0,486.0,,240.0,,373.0,,452.0,51.0,,
2002 / 2003,Figueira da Foz,476.0,893.0,2203.0,384.0,1121.0,219.0,1717.0,328.0,2264.0,236.0,,
2002 / 2003,Góis,57.0,47.0,161.0,,75.0,,125.0,,,,,
2002 / 2003,Lousã,295.0,117.0,761.0,,373.0,,570.0,,565.0,128.0,,
2002 / 2003,Mealhada,309.0,226.0,800.0,,428.0,,607.0,,521.0,189.0,,
2002 / 2003,Mira,213.0,54.0,535.0,,295.0,,510.0,,354.0,,,
2002 / 2003,Miranda do Corvo,217.0,97.0,563.0,,322.0,,389.0,,268.0,,,
2002 / 2003,Montemor-o-Velho,263.0,188.0,902.0,,461.0,,810.0,13.0,684.0,288.0,,
2002 / 2003,Mortágua,155.0,47.0,310.0,,186.0,,336.0,,389.0,85.0,,
2002 / 2003,Oliveira do Hospital,450.0,195.0,1075.0,,565.0,,812.0,,598.0,80.0,,
2002 / 2003,Pampilhosa da Serra,33.0,34.0,140.0,,74.0,,104.0,,57.0,,,
2002 / 2003,Penacova,310.0,61.0,573.0,,265.0,,472.0,,346.0,132.0,,
2002 / 2003,Penela,105.0,41.0,237.0,,121.0,,187.0,,,50.0,,
2002 / 2003,Soure,307.0,247.0,703.0,,226.0,123.0,304.0,265.0,340.0,340.0,,
2002 / 2003,Tábua,222.0,82.0,589.0,,316.0,,493.0,,290.0,48.0,,
2002 / 2003,Vila Nova de Poiares,145.0,76.0,368.0,,191.0,,313.0,,168.0,,,
2002 / 2003,Região de Leiria,5041.0,2611.0,12550.0,977.0,5223.0,2162.0,7966.0,3404.0,8531.0,3198.0,,
2002 / 2003,Alvaiázere,98.0,17.0,288.0,,174.0,,299.0,,135.0,56.0,,
2002 / 2003,Ansião,234.0,123.0,502.0,,285.0,83.0,370.0,159.0,339.0,155.0,,
2002 / 2003,Batalha,187.0,255.0,609.0,201.0,256.0,137.0,413.0,163.0,525.0,,,
2002 / 2003,Castanheira de Pêra,63.0,24.0,149.0,,73.0,,153.0,,,,,
2002 / 2003,Figueiró dos Vinhos,128.0,25.0,249.0,,175.0,,241.0,,323.0,,,
2002 / 2003,Leiria,2133.0,1336.0,5194.0,689.0,2087.0,923.0,3108.0,1381.0,3689.0,755.0,,
2002 / 2003,Marinha Grande,668.0,304.0,1627.0,87.0,884.0,45.0,1311.0,57.0,1636.0,346.0,,
2002 / 2003,Pedrógão Grande,43.0,46.0,135.0,,111.0,,158.0,,20.0,292.0,,
2002 / 2003,Pombal,993.0,307.0,2609.0,,774.0,765.0,1365.0,1247.0,1399.0,1349.0,,
2002 / 2003,Porto de Mós,494.0,174.0,1188.0,,404.0,209.0,548.0,397.0,465.0,245.0,,
2002 / 2003,Viseu Dão Lafões,5302.0,2023.0,12813.0,322.0,6998.0,411.0,10301.0,737.0,9929.0,1444.0,,43.0
2002 / 2003,Aguiar da Beira,167.0,,312.0,,149.0,,269.0,,127.0,,,
2002 / 2003,Carregal do Sal,262.0,45.0,500.0,,344.0,,354.0,,324.0,,,
2002 / 2003,Castro Daire,417.0,52.0,886.0,,425.0,,661.0,,505.0,112.0,,
2002 / 2003,Mangualde,318.0,186.0,979.0,,568.0,,875.0,,735.0,,,
2002 / 2003,Nelas,252.0,176.0,580.0,50.0,367.0,,534.0,,474.0,,,
2002 / 2003,Oliveira de Frades,250.0,75.0,540.0,,285.0,,522.0,,391.0,,,
2002 / 2003,Penalva do Castelo,180.0,,414.0,,217.0,,364.0,,233.0,,,
2002 / 2003,Santa Comba Dão,239.0,108.0,528.0,,347.0,,431.0,14.0,362.0,120.0,,9.0
2002 / 2003,São Pedro do Sul,427.0,106.0,851.0,,548.0,,701.0,,503.0,200.0,,
2002 / 2003,Sátão,375.0,30.0,646.0,,359.0,,582.0,,461.0,,,
2002 / 2003,Tondela,592.0,91.0,1254.0,,810.0,,1209.0,,803.0,230.0,,
2002 / 2003,Vila Nova de Paiva,170.0,,274.0,,259.0,,320.0,,240.0,,,
2002 / 2003,Viseu,1397.0,1129.0,4566.0,272.0,2029.0,411.0,3124.0,723.0,4555.0,684.0,,34.0
2002 / 2003,Vouzela,256.0,25.0,483.0,,291.0,,355.0,,216.0,98.0,,
2002 / 2003,Beira Baixa,1158.0,791.0,3347.0,243.0,1761.0,39.0,2918.0,69.0,3112.0,484.0,,
2002 / 2003,Castelo Branco,746.0,601.0,2068.0,243.0,1192.0,,1984.0,,2122.0,163.0,,
2002 / 2003,Idanha-a-Nova,145.0,49.0,386.0,,179.0,,247.0,,517.0,131.0,,
2002 / 2003,Oleiros,37.0,20.0,178.0,,94.0,,177.0,,73.0,,,
2002 / 2003,Penamacor,61.0,24.0,265.0,,106.0,,185.0,,134.0,,,
2002 / 2003,Proença-a-Nova,109.0,97.0,369.0,,141.0,39.0,261.0,69.0,266.0,70.0,,
2002 / 2003,Vila Velha de Ródão,60.0,,81.0,,49.0,,64.0,,,120.0,,
2002 / 2003,Médio Tejo,4658.0,2123.0,10589.0,575.0,5185.0,943.0,7742.0,1506.0,8130.0,2674.0,11.0,19.0
2002 / 2003,Abrantes,534.0,451.0,1508.0,43.0,858.0,,1176.0,,1557.0,,,
2002 / 2003,Alcanena,290.0,137.0,602.0,,371.0,,615.0,,526.0,,,
2002 / 2003,Constância,122.0,18.0,217.0,,104.0,,121.0,,22.0,,,
2002 / 2003,Entroncamento,245.0,283.0,753.0,188.0,487.0,,653.0,22.0,733.0,493.0,,19.0
2002 / 2003,Ferreira do Zêzere,197.0,33.0,388.0,,227.0,,336.0,,235.0,,,
2002 / 2003,Mação,166.0,,296.0,,167.0,,173.0,,167.0,,,
2002 / 2003,Ourém,1063.0,378.0,2219.0,74.0,680.0,827.0,1024.0,1271.0,871.0,1561.0,,
2002 / 2003,Sardoal,134.0,,181.0,,103.0,,183.0,,171.0,,,
2002 / 2003,Sertã,289.0,153.0,827.0,,267.0,73.0,453.0,165.0,414.0,335.0,,
2002 / 2003,Tomar,828.0,210.0,1814.0,135.0,1028.0,,1565.0,,1967.0,116.0,,
2002 / 2003,Torres Novas,578.0,444.0,1404.0,135.0,703.0,43.0,1108.0,48.0,1329.0,169.0,,
